Official symbol for Interactor A,Official symbol for Interactor B,Organism ID for Interactor A,Organism ID for Interactor B,Interaction Throughput,Quantitative Score,Genes,Log2FoldChange,FoldChange,Regulation
CCL22,PLXNA2,Homo sapiens,Homo sapiens,High Throughput,0.938713905,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,SEPHS2,Homo sapiens,Homo sapiens,High Throughput,0.999975617,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,EME1,Homo sapiens,Homo sapiens,High Throughput,0.96800319,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,DPP8,Homo sapiens,Homo sapiens,High Throughput,0.99641186,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,PDIA5,Homo sapiens,Homo sapiens,High Throughput,0.994868374,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,EME1,Homo sapiens,Homo sapiens,High Throughput,0.991217283,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,PPM1A,Homo sapiens,Homo sapiens,High Throughput,0.901267096,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,CHD1L,Homo sapiens,Homo sapiens,High Throughput,0.990139983,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,CNTNAP3B,Homo sapiens,Homo sapiens,High Throughput,0.906072453,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,FAM118B,Homo sapiens,Homo sapiens,High Throughput,0.989618389,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,GLS,Homo sapiens,Homo sapiens,High Throughput,0.995576624,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,LONRF2,Homo sapiens,Homo sapiens,High Throughput,0.961479608,CCL22,2.50832489515489,5.6895907948465,UpRegulated
KMO,HSPA7,Homo sapiens,Homo sapiens,High Throughput,0.999996676,HSPA7,-2.47099491103712,5.54425998574298,DownRegulated
KMO,HSPA7,Homo sapiens,Homo sapiens,High Throughput,0.999999134,HSPA7,-2.47099491103712,5.54425998574298,DownRegulated
HSPA2,HSPA7,Homo sapiens,Homo sapiens,High Throughput,0.999971546,HSPA7,-2.47099491103712,5.54425998574298,DownRegulated
UBXN11,HSPA7,Homo sapiens,Homo sapiens,High Throughput,0.999982833,HSPA7,-2.47099491103712,5.54425998574298,DownRegulated
UBXN11,HSPA7,Homo sapiens,Homo sapiens,High Throughput,0.999924071,HSPA7,-2.47099491103712,5.54425998574298,DownRegulated
TNFAIP3,SHKBP1,Homo sapiens,Homo sapiens,High Throughput,0.999502219,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,KCTD10,Homo sapiens,Homo sapiens,High Throughput,0.964342458,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,SHKBP1,Homo sapiens,Homo sapiens,High Throughput,0.999847694,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,RNF166,Homo sapiens,Homo sapiens,High Throughput,0.99838412,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,MMAB,Homo sapiens,Homo sapiens,High Throughput,0.998262281,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,AIDA,Homo sapiens,Homo sapiens,High Throughput,0.957896381,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,OTUD5,Homo sapiens,Homo sapiens,High Throughput,0.999997466,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,RNF166,Homo sapiens,Homo sapiens,High Throughput,0.999545963,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,PCDHB5,Homo sapiens,Homo sapiens,High Throughput,0.999793723,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
VEPH1,TNFAIP3,Homo sapiens,Homo sapiens,High Throughput,0.996314755,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,PCDHB5,Homo sapiens,Homo sapiens,High Throughput,0.999696426,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,OTUD5,Homo sapiens,Homo sapiens,High Throughput,0.999995598,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,SRC,Homo sapiens,Homo sapiens,High Throughput,0.993200786,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,NDUFS1,Homo sapiens,Homo sapiens,High Throughput,9.58,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,UBB,Homo sapiens,Homo sapiens,High Throughput,0.999025287,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,PPP6R3,Homo sapiens,Homo sapiens,High Throughput,1.16,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,ANKRD13D,Homo sapiens,Homo sapiens,High Throughput,0.99686256,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,YWHAB,Homo sapiens,Homo sapiens,High Throughput,2.51,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,RNH1,Homo sapiens,Homo sapiens,High Throughput,2.56,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,FBXO3,Homo sapiens,Homo sapiens,High Throughput,7.24,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,TBK1,Homo sapiens,Homo sapiens,High Throughput,4.05,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,GLDC,Homo sapiens,Homo sapiens,High Throughput,7.24,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,TBC1D24,Homo sapiens,Homo sapiens,High Throughput,0.998640202,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,ANKRD13D,Homo sapiens,Homo sapiens,High Throughput,0.998890651,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,YWHAH,Homo sapiens,Homo sapiens,High Throughput,3.0,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,KIF11,Homo sapiens,Homo sapiens,High Throughput,10.86,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,UBB,Homo sapiens,Homo sapiens,High Throughput,0.999855857,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,LRRC47,Homo sapiens,Homo sapiens,High Throughput,1.45,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,KCTD10,Homo sapiens,Homo sapiens,High Throughput,0.969944678,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,TBC1D24,Homo sapiens,Homo sapiens,High Throughput,0.999109313,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,ALDH9A1,Homo sapiens,Homo sapiens,High Throughput,1.28,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,PPP2R1B,Homo sapiens,Homo sapiens,High Throughput,1.28,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,SRC,Homo sapiens,Homo sapiens,High Throughput,0.972788508,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,MCM6,Homo sapiens,Homo sapiens,High Throughput,1.04,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,CNKSR2,Homo sapiens,Homo sapiens,High Throughput,5.12,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
DDX39A,NFKBIZ,Homo sapiens,Homo sapiens,High Throughput,4.858685636,NFKBIZ,2.28377693282185,4.86951110049655,UpRegulated
RGS2,MIPOL1,Homo sapiens,Homo sapiens,High Throughput,0.999999651,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,WDR74,Homo sapiens,Homo sapiens,High Throughput,1.0,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,LRFN1,Homo sapiens,Homo sapiens,High Throughput,1.0,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,STXBP4,Homo sapiens,Homo sapiens,High Throughput,0.973891937,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,PTPN13,Homo sapiens,Homo sapiens,High Throughput,0.999999615,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,NIPSNAP1,Homo sapiens,Homo sapiens,High Throughput,1.0,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,MB,Homo sapiens,Homo sapiens,High Throughput,0.985662305,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,HSPA8,Homo sapiens,Homo sapiens,High Throughput,3.0,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,VPS29,Homo sapiens,Homo sapiens,High Throughput,1.0,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,NINL,Homo sapiens,Homo sapiens,High Throughput,0.999999976,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,DDR1,Homo sapiens,Homo sapiens,High Throughput,3.0,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,PRKCSH,Homo sapiens,Homo sapiens,High Throughput,2.0,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,PARK2,Homo sapiens,Homo sapiens,High Throughput,2.0,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,DYNLL1,Homo sapiens,Homo sapiens,High Throughput,2.0,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,ARFGAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,SERPINA10,Homo sapiens,Homo sapiens,High Throughput,0.98649127,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,STXBP4,Homo sapiens,Homo sapiens,High Throughput,0.991582222,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,METAP2,Homo sapiens,Homo sapiens,High Throughput,0.949724,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,STRIP1,Homo sapiens,Homo sapiens,High Throughput,0.91116674,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,PTPN13,Homo sapiens,Homo sapiens,High Throughput,0.999997454,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,METAP2,Homo sapiens,Homo sapiens,High Throughput,0.943343283,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,NINL,Homo sapiens,Homo sapiens,High Throughput,0.99999999,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,GIT1,Homo sapiens,Homo sapiens,High Throughput,4.0,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RGS2,MIPOL1,Homo sapiens,Homo sapiens,High Throughput,0.99999979,RGS2,-2.11944264440574,4.3452604236889,DownRegulated
RCAN1,GSK3A,Homo sapiens,Homo sapiens,High Throughput,0.999999107,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,GSK3B,Homo sapiens,Homo sapiens,High Throughput,0.950083491,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
PPP3CC,RCAN1,Homo sapiens,Homo sapiens,High Throughput,1.0,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,CLEC3A,Homo sapiens,Homo sapiens,High Throughput,0.981546129,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,AMY1C,Homo sapiens,Homo sapiens,High Throughput,0.925317435,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,CST2,Homo sapiens,Homo sapiens,High Throughput,0.918176857,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,GSK3A,Homo sapiens,Homo sapiens,High Throughput,0.99999999,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
FAM122A,RCAN1,Homo sapiens,Homo sapiens,High Throughput,0.998264587,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
SRBD1,RCAN1,Homo sapiens,Homo sapiens,High Throughput,0.99996974,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,PPP3R1,Homo sapiens,Homo sapiens,High Throughput,0.99997993,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,CST5,Homo sapiens,Homo sapiens,High Throughput,0.994114291,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,PPP3CB,Homo sapiens,Homo sapiens,High Throughput,0.999982418,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,C6orf211,Homo sapiens,Homo sapiens,High Throughput,0.999975089,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
CATSPER2,RCAN1,Homo sapiens,Homo sapiens,High Throughput,0.996043365,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,CST2,Homo sapiens,Homo sapiens,High Throughput,0.99884303,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,AMY1C,Homo sapiens,Homo sapiens,High Throughput,0.980699438,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,PPP3CC,Homo sapiens,Homo sapiens,High Throughput,1.0,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
FAM122A,RCAN1,Homo sapiens,Homo sapiens,High Throughput,0.999875073,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,PPP3CA,Homo sapiens,Homo sapiens,High Throughput,1.0,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
SRBD1,RCAN1,Homo sapiens,Homo sapiens,High Throughput,0.999946791,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,C6orf211,Homo sapiens,Homo sapiens,High Throughput,0.999956051,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,PPP3CB,Homo sapiens,Homo sapiens,High Throughput,0.999997645,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,PPP3R1,Homo sapiens,Homo sapiens,High Throughput,0.999989985,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,C11orf73,Homo sapiens,Homo sapiens,High Throughput,0.912136997,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
PPP3R2,RCAN1,Homo sapiens,Homo sapiens,High Throughput,0.999999942,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
RCAN1,CST4,Homo sapiens,Homo sapiens,High Throughput,0.941976966,RCAN1,2.10011035709735,4.2874217984055,UpRegulated
HAX1,GPM6B,Homo sapiens,Homo sapiens,High Throughput,0.994262986,GPM6B,1.88140539024942,3.68433792431381,UpRegulated
GPM6B,NME2P1,Homo sapiens,Homo sapiens,High Throughput,0.966873981,GPM6B,1.88140539024942,3.68433792431381,UpRegulated
NUFIP1,GPM6B,Homo sapiens,Homo sapiens,High Throughput,0.996837917,GPM6B,1.88140539024942,3.68433792431381,UpRegulated
GPR114,GPM6B,Homo sapiens,Homo sapiens,High Throughput,0.995206828,GPM6B,1.88140539024942,3.68433792431381,UpRegulated
GPM6B,NME2P1,Homo sapiens,Homo sapiens,High Throughput,0.945997598,GPM6B,1.88140539024942,3.68433792431381,UpRegulated
GPM6B,SEC63,Homo sapiens,Homo sapiens,High Throughput,0.999998305,GPM6B,1.88140539024942,3.68433792431381,UpRegulated
HAX1,GPM6B,Homo sapiens,Homo sapiens,High Throughput,0.997150995,GPM6B,1.88140539024942,3.68433792431381,UpRegulated
GPM6B,STOM,Homo sapiens,Homo sapiens,High Throughput,0.999361092,GPM6B,1.88140539024942,3.68433792431381,UpRegulated
GPR114,GPM6B,Homo sapiens,Homo sapiens,High Throughput,0.997385381,GPM6B,1.88140539024942,3.68433792431381,UpRegulated
NUFIP1,GPM6B,Homo sapiens,Homo sapiens,High Throughput,0.999935938,GPM6B,1.88140539024942,3.68433792431381,UpRegulated
GPM6B,FAM162A,Homo sapiens,Homo sapiens,High Throughput,0.924884814,GPM6B,1.88140539024942,3.68433792431381,UpRegulated
IGFL1,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.975380011,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
CCL3,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.986784312,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
NPTX1,NPTXR,Homo sapiens,Homo sapiens,High Throughput,0.999975731,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
NPTX1,FUT8,Homo sapiens,Homo sapiens,High Throughput,0.999673683,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
LYZL2,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.92443097,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
PVRL3,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.997318861,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
ELSPBP1,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.960124978,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
LYPD4,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.954345113,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
ORF8,NPTX1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,High Throughput,0.984056824,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
WNT7A,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.91126749,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
EFNA2,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.998911097,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
ORF8,NPTX1,Severe acute respiratory syndrome coronavirus 2,Homo sapiens,High Throughput,0.98405682,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
GPIHBP1,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.998225417,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
OGN,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.979408474,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
TCTN1,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.91871153,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
LY86,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.957857257,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
DEFB136,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.962156462,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
CD8A,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.909409896,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
OS9,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.954832107,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
SIAE,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.981409331,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
CD160,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.987671476,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
TCTN1,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.995911162,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
PNLIPRP1,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.924588081,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
DEFA1,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.919125328,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
LYPD1,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.9880076,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
LYPD4,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.993743615,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
NPTX2,NPTX1,Homo sapiens,Homo sapiens,High Throughput,1.0,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
LYZL2,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.994204671,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
EPHA7,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.930844276,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
CST9L,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.936833301,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
CD96,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.987527411,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
LYZL1,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.909136827,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
CYB5D2,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.920513647,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
ZPBP2,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.955537065,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
WNT7A,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.994287707,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
HSD11B1,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.935352937,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
FCGR3B,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.957837054,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
LCN9,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.997662181,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
PVRL3,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.999802626,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
CHST10,NPTX1,Homo sapiens,Homo sapiens,High Throughput,0.929970221,NPTX1,1.84389069062221,3.58976820464901,UpRegulated
FOS,RFWD2,Homo sapiens,Homo sapiens,High Throughput,0.998406822,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,JUN,Homo sapiens,Homo sapiens,High Throughput,0.999997376,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,STK40,Homo sapiens,Homo sapiens,High Throughput,0.999988466,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,JUN,Homo sapiens,Homo sapiens,High Throughput,0.9999958,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,RFWD2,Homo sapiens,Homo sapiens,High Throughput,0.999379993,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,CREB5,Homo sapiens,Homo sapiens,High Throughput,0.999997489,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,DUSP14,Homo sapiens,Homo sapiens,High Throughput,0.995279147,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,CREB5,Homo sapiens,Homo sapiens,High Throughput,0.999991866,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,JUNB,Homo sapiens,Homo sapiens,High Throughput,0.99999998,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,DSG4,Homo sapiens,Homo sapiens,High Throughput,0.999907909,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,ATF7,Homo sapiens,Homo sapiens,High Throughput,0.999999757,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,JUND,Homo sapiens,Homo sapiens,High Throughput,0.999999156,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,ATF7,Homo sapiens,Homo sapiens,High Throughput,0.999999462,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,ATF2,Homo sapiens,Homo sapiens,High Throughput,0.999999465,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,STK40,Homo sapiens,Homo sapiens,High Throughput,0.999998304,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,JUNB,Homo sapiens,Homo sapiens,High Throughput,0.999999994,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,AIM1,Homo sapiens,Homo sapiens,High Throughput,0.99946624,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,DET1,Homo sapiens,Homo sapiens,High Throughput,0.999994337,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,LRRC15,Homo sapiens,Homo sapiens,High Throughput,0.999966701,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,DET1,Homo sapiens,Homo sapiens,High Throughput,0.999959433,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,ATF2,Homo sapiens,Homo sapiens,High Throughput,0.999999587,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,LYG2,Homo sapiens,Homo sapiens,High Throughput,0.999997142,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,JUND,Homo sapiens,Homo sapiens,High Throughput,0.999999547,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,HEPHL1,Homo sapiens,Homo sapiens,High Throughput,0.999988691,FOS,-1.84272770160375,3.58687557757967,DownRegulated
FOS,CALML3,Homo sapiens,Homo sapiens,High Throughput,0.974930029,FOS,-1.84272770160375,3.58687557757967,DownRegulated
