"","Caco-2 cells of no treatment group-1","Caco-2 cells of no treatment group-2","Caco-2 cells of no treatment group-3","Caco-2 cells of B. subtilis CW14 treatment group-1","Caco-2 cells of B. subtilis CW14 treatment group-2","Caco-2 cells of B. subtilis CW14 treatment group-3"
"105378642",1,5,5,3,0,6
"2709",7,1,5,8,5,12
"127534",8,3,8,10,3,9
"2707",85,62,73,67,67,51
"2701",0,0,0,0,0,0
"113444",154,143,207,129,159,184
"58512",0,3,3,4,4,2
"653160",13,18,16,16,22,17
"100506144",181,166,126,98,125,122
"9204",301,290,276,308,273,285
"79830",252,212,235,217,280,301
"105378644",0,1,1,0,0,1
"6421",5223,5012,6184,4711,4697,6372
"9202",312,242,318,344,253,419
"100861513",3,7,4,8,2,5
"79932",779,715,813,671,720,938
"23154",112,86,151,92,115,131
"339488",37,46,45,28,37,68
"105378645",2,4,7,6,8,6
"5690",1637,1551,1659,1083,1110,1352
"105378646",0,0,0,3,0,0
"127703",46,58,69,48,81,68
"63967",329,332,420,240,218,318
"192670",131,130,135,132,163,185
"26523",372,439,439,418,513,655
"192669",430,344,462,349,449,492
"105378647",2,1,1,2,1,5
"27285",3,0,4,3,3,9
"54936",275,307,310,227,260,296
"1296",7,1,1,0,0,1
"27095",425,385,429,365,337,418
"55700",516,643,707,531,571,638
"9967",1733,1600,1947,1456,1565,1914
"79729",598,643,791,668,775,909
"55194",88,124,146,123,137,167
"83931",1166,931,1432,868,931,1262
"84967",74,63,84,57,78,73
"127700",7,20,16,12,12,21
"109616970",0,0,0,0,0,0
"107984940",0,0,0,0,1,0
"64960",849,701,827,609,616,756
"1441",9,7,6,8,5,2
"107984941",0,0,0,0,0,0
"105378648",0,0,0,0,0,0
"2899",0,0,0,0,0,0
"100422898",0,0,0,0,0,0
"107984942",0,0,0,0,0,0
"728431",18,15,15,28,43,26
"80149",752,732,649,1350,924,1609
"102465438",6,5,2,9,8,10
"64769",522,524,654,514,524,545
"100847010",0,0,1,0,0,1
"105378649",26,20,18,14,29,25
"79753",245,260,299,258,391,327
"7802",8,15,11,9,6,10
"29889",986,1037,1119,900,906,936
"284654",0,0,0,0,0,0
"54955",104,124,177,102,81,105
"55143",757,628,725,589,754,799
"284656",97,101,141,104,90,137
"105378650",0,0,0,0,0,3
"149175",234,205,261,235,230,287
"79693",313,368,368,291,336,335
"127687",245,278,367,213,205,218
"4520",191,245,245,213,297,316
"3633",431,428,407,321,356,435
"105378651",12,6,6,3,2,8
"10946",763,854,921,656,660,832
"2275",154,176,233,138,146,163
"51118",428,355,459,315,343,327
"5453",14,18,10,6,3,4
"107985103",0,1,0,0,1,0
"105378653",0,0,2,0,0,1
"100500801",0,0,0,0,0,0
"105378655",0,0,0,0,0,0
"105378654",0,0,0,0,0,0
"339442",0,0,0,0,0,0
"105378657",0,0,0,0,0,0
"107984943",0,0,0,0,0,0
"105378656",0,0,0,0,0,0
"105378658",0,0,0,0,0,0
"105378660",0,0,0,0,0,0
"64121",466,474,581,425,383,450
"100527950",152,148,130,112,119,113
"26292",150,143,127,112,118,110
"105378663",1,1,3,0,1,2
"81025",2,5,4,0,1,2
"54933",2,3,1,2,2,3
"105378662",0,1,3,3,2,2
"79647",1573,1440,1805,1124,1515,1596
"4725",1678,1343,1380,1122,1072,1079
"23499",1582,1526,1964,1583,1663,2420
"643314",32,32,34,31,28,49
"105378950",0,0,1,1,2,6
"353500",109,110,141,104,92,171
"192217",26,49,36,28,33,44
"728448",12,7,20,7,18,24
"8761",1758,1899,2353,1250,1469,1837
"101929516",205,208,275,148,144,192
"677834",4,6,3,2,2,3
"26508",40,43,61,52,40,60
"84618",0,0,0,0,0,0
"51440",8,8,10,8,14,14
"10450",418,443,462,364,374,448
"656",191,145,218,198,157,301
"64064",64,92,78,71,63,109
"105378666",0,1,2,1,0,2
"101929536",2,5,1,3,0,2
"105378951",20,5,12,10,13,9
"107985740",9,10,12,9,13,8
"105378665",7,2,7,4,5,5
"105378667",0,0,0,0,3,0
"54802",313,270,286,229,280,323
"4610",37,32,56,41,55,49
"105378668",1,0,2,4,4,3
"84879",324,311,279,316,243,314
"105378669",7,4,7,1,7,3
"10487",2342,1884,2360,1937,2114,2159
"5538",2232,2077,2502,1729,2020,2077
"105378671",0,0,1,1,0,0
"6018",565,449,582,538,676,603
"127391",0,0,1,0,0,1
"10269",514,477,544,379,346,491
"1298",18,15,29,27,31,22
"107984945",0,0,2,0,8,0
"64744",156,114,159,168,199,220
"65243",25,17,41,31,20,23
"339559",22,23,23,21,29,41
"105378672",7,2,14,16,5,12
"64789",54,61,61,40,52,41
"127396",37,18,28,33,33,25
"105378673",0,0,0,3,0,0
"9783",5,7,9,9,6,13
"105378675",5,7,7,3,2,6
"105378674",0,0,0,1,1,0
"100130557",41,34,36,50,49,103
"4802",492,456,516,365,363,439
"407034",0,0,0,0,0,0
"407031",0,0,0,0,1,0
"9132",4,1,6,6,0,3
"105378676",0,0,0,1,0,0
"163732",172,201,198,106,201,156
"1503",253,310,485,255,189,384
"100507178",27,20,21,25,34,34
"200172",4,8,14,6,5,31
"22955",256,229,244,188,220,320
"100132074",9,2,8,15,7,14
"101929901",0,0,0,0,0,0
"105378678",0,0,0,1,0,0
"1907",4,3,5,4,2,13
"59269",8,8,5,4,1,4
"2981",9,9,10,18,9,6
"2980",545,456,602,691,491,484
"22887",1284,1228,1587,1116,1537,1774
"284716",390,332,345,337,412,425
"84217",14,15,15,16,16,19
"728621",123,127,113,99,88,136
"79717",869,722,807,642,656,684
"10465",424,387,441,290,404,385
"4904",12456,11452,12340,10249,10771,12603
"149461",20,17,25,21,16,26
"64175",226,213,263,185,202,238
"79078",210,158,216,141,181,186
"105378683",7,8,4,4,3,5
"100129924",46,34,40,34,52,43
"107984946",3,5,6,3,5,7
"374969",234,192,220,158,181,173
"114625",191,145,186,151,154,226
"51058",44,41,31,33,29,61
"339539",2,1,0,2,0,5
"6513",28640,23106,23648,23870,30960,28318
"440584",179,128,151,182,218,197
"440585",30,22,26,38,19,31
"10969",678,770,937,577,496,703
"102465439",2,0,1,0,0,0
"149465",17,30,21,21,16,23
"105378685",3,7,8,12,2,10
"128218",544,539,659,429,481,437
"149466",268,275,343,230,298,290
"7075",2,2,4,1,2,3
"4352",23,24,16,15,18,19
"105378687",35,39,44,35,33,52
"991",1316,1379,1735,998,1282,1577
"64834",1594,1360,1664,1159,1226,1332
"102466723",8,11,4,7,12,9
"112268225",12,15,17,11,14,13
"112950",803,803,939,621,755,635
"107984947",111,114,169,89,116,91
"23334",625,619,765,579,644,901
"100873952",14,17,33,24,24,29
"102465440",0,0,2,2,2,0
"81888",317,300,355,268,278,378
"5792",3831,3911,4646,4197,4735,4874
"9682",676,567,682,556,504,764
"100132774",94,70,108,60,74,109
"6487",39,48,44,29,38,46
"101929592",0,1,0,1,5,0
"102464830",0,0,1,0,0,0
"9048",0,0,8,2,3,3
"105378688",4,11,7,10,14,8
"101929609",8,12,11,14,14,14
"9670",127,129,130,121,120,146
"1802",234,205,275,147,143,202
"533",932,1004,1193,842,978,869
"8704",534,598,649,470,396,570
"149473",302,256,271,243,235,293
"6536",96,114,215,68,57,127
"107984948",13,20,17,5,5,15
"128209",0,1,2,1,6,1
"105378952",0,0,0,2,0,0
"55929",237,243,312,213,263,296
"79033",332,351,409,293,266,376
"100874278",3,3,7,7,3,7
"106635545",0,0,0,0,0,0
"55182",665,709,806,568,527,705
"107984951",0,0,1,2,2,0
"100847089",0,0,0,0,0,0
"107984950",200,169,185,137,127,186
"79639",207,141,141,97,115,112
"109623472",1,0,0,1,0,2
"339541",47,41,45,45,32,46
"105378690",10,13,7,9,9,16
"26828",3,1,0,0,0,0
"26830",1,1,1,2,2,0
"11004",1749,1768,1841,1310,1687,1698
"109623476",4,9,3,4,6,9
"6202",38292,35090,38580,29249,33203,29150
"26811",35,49,40,23,39,26
"94161",16,24,20,6,7,12
"94162",27,25,41,15,13,15
"94163",32,52,49,30,56,47
"266675",32,37,43,22,33,35
"1263",741,692,754,661,533,737
"343521",93,90,103,111,108,268
"149478",127,116,132,171,162,392
"107984952",29,43,45,46,47,95
"8643",14,15,17,12,17,25
"8891",240,254,266,210,170,199
"79654",427,396,503,354,384,347
"7389",319,323,369,326,277,361
"57643",65,32,31,34,32,71
"105378691",13,14,11,9,9,20
"400752",9,13,9,9,8,17
"84842",409,514,649,442,405,638
"4595",386,422,519,341,325,465
"114034",345,310,399,258,314,284
"10420",541,456,566,460,511,621
"126661",83,59,107,53,65,61
"25974",1746,1726,1875,1422,1448,1410
"5052",5510,5049,5810,4337,4577,4518
"10327",1435,1307,1409,1149,1128,1284
"4678",2771,2498,2998,2026,1902,2607
"149483",70,61,87,65,91,108
"60313",2214,1924,2340,1755,2188,2235
"728963",30,55,63,31,74,70
"51249",1059,878,1053,816,870,980
"3652",175,143,162,165,148,196
"105378693",0,1,0,0,1,1
"23139",1167,1203,1485,1124,1114,1496
"105378694",16,11,9,6,14,10
"110117499",64,65,75,56,62,88
"8503",72,81,90,65,68,99
"101929626",0,5,3,0,1,4
"10103",456,286,389,348,360,255
"110117498",0,0,0,1,0,0
"55624",639,629,660,586,617,706
"541468",0,0,1,0,5,0
"8438",467,437,458,382,461,521
"10489",716,712,810,685,763,899
"7388",4262,3576,3917,3521,3343,3169
"387338",396,386,445,360,360,454
"2166",368,348,402,363,288,368
"729041",4,8,6,7,0,2
"101929651",0,0,0,1,2,1
"127343",7,9,14,21,9,14
"105378696",0,0,0,0,0,0
"100507423",37,49,60,34,24,47
"148930",0,0,0,0,2,0
"8569",402,372,420,377,348,462
"148932",127,121,124,193,103,176
"105378697",0,2,0,1,0,0
"64756",414,408,399,361,329,437
"374973",1,3,2,4,4,5
"100130197",38,34,38,48,42,66
"9813",1793,1519,1940,1505,1682,2031
"105378698",6,8,10,6,22,21
"105378699",4,0,0,1,6,0
"1580",18,17,15,18,19,22
"163720",0,1,0,0,1,1
"1579",0,0,2,2,0,0
"260293",28,60,100,45,36,67
"199974",5,3,6,6,2,2
"284541",2,3,1,1,0,4
"105378701",11,9,6,6,13,16
"100874253",23,33,23,30,24,35
"10158",89,82,117,69,65,91
"6886",156,174,190,121,154,241
"6491",1322,1135,1234,1049,1086,1452
"51727",3597,3066,3216,2959,2939,3200
"102724077",58,58,52,59,47,81
"2301",0,0,0,2,2,2
"84793",326,391,337,334,367,393
"2306",137,133,122,167,147,179
"107984953",16,10,17,15,13,12
"388630",82,96,78,75,75,82
"105379778",53,28,31,38,25,47
"391037",2,1,4,0,2,5
"200010",1247,989,1092,1034,1078,1186
"54558",50,36,30,36,40,37
"84871",0,0,1,1,0,0
"79656",1,0,0,2,1,0
"105378706",0,0,0,0,0,0
"101929721",0,0,0,0,0,0
"100874313",0,2,1,0,1,0
"107984954",0,0,0,0,0,0
"105378708",0,0,0,0,0,0
"1996",0,0,0,1,0,2
"105378709",0,0,0,0,0,0
"107984955",0,0,0,0,2,2
"105378711",0,0,0,0,0,0
"105378710",0,0,0,0,0,0
"105378712",0,1,3,1,0,0
"63950",52,66,57,67,71,69
"105378714",0,0,2,1,2,2
"11124",1252,1139,1258,927,932,1130
"105378715",17,28,22,7,10,26
"112268262",3,5,12,0,6,7
"1031",65,82,106,59,42,103
"100616189",0,0,0,0,0,0
"102466656",0,0,0,0,0,0
"284546",0,2,0,0,1,0
"105378716",1,4,7,2,0,6
"26994",1279,1167,1315,1194,1313,1373
"22996",437,397,444,367,381,440
"105378717",2,0,0,2,2,1
"102724097",2,2,1,7,2,6
"2060",1212,968,1233,985,963,1168
"105378720",45,52,42,27,30,37
"441884",9,11,9,7,8,19
"105378719",7,1,5,1,4,6
"114883",2099,1622,2167,1708,1821,2015
"4898",1966,1855,2014,1725,1640,2346
"105378721",173,170,191,148,145,175
"100313892",7,6,3,4,5,6
"5865",719,846,1052,601,635,797
"51060",1434,1073,1270,937,977,989
"112970",83,87,128,55,94,59
"104355143",1,2,2,5,2,1
"91408",766,754,809,560,614,709
"107984956",0,2,1,3,1,0
"9372",406,416,435,416,410,534
"200014",427,450,493,414,431,549
"4998",363,360,378,243,257,426
"84950",1121,1051,1261,1025,1399,1330
"23318",885,764,812,777,703,1231
"105378723",14,10,5,3,4,5
"2882",426,336,389,289,289,346
"348378",33,55,52,42,46,44
"65260",799,681,837,579,529,838
"79699",541,480,584,445,514,548
"440590",55,57,69,61,56,73
"55268",271,301,338,287,325,359
"6342",2299,1843,2038,2088,1790,2094
"127435",0,0,0,1,1,1
"6512",21,27,41,13,33,29
"105378724",3,1,4,0,2,1
"1376",358,351,359,307,331,349
"54987",259,233,276,213,225,245
"4116",686,605,770,556,521,551
"100507564",14,12,7,11,16,7
"7804",160,135,143,144,145,153
"105378728",5,8,6,13,5,5
"105378726",1,7,3,4,12,5
"105378732",0,0,0,0,0,0
"105378731",0,1,0,0,0,1
"105378730",0,1,2,2,0,1
"107984957",0,1,1,0,1,2
"163742",0,0,0,0,0,0
"105378733",0,0,0,0,0,0
"63948",0,0,0,0,0,0
"148979",1,0,0,1,0,2
"55706",785,631,814,658,706,846
"54432",204,178,242,191,176,207
"1733",290,245,263,259,147,261
"51668",331,293,374,225,257,248
"115353",851,721,1028,605,824,768
"388633",23,11,23,18,22,31
"9528",2493,2074,2294,2058,2027,1732
"127428",75,83,69,81,70,98
"100616315",0,1,0,0,0,0
"200008",0,0,1,1,0,2
"606495",54,52,79,70,51,108
"51253",1198,1165,1437,922,946,1069
"23648",668,641,775,606,711,732
"619518",8,15,19,11,17,20
"105378735",1,0,1,0,0,0
"105378734",1,0,1,0,0,0
"26027",551,479,477,484,396,638
"338094",250,253,306,202,195,309
"100527960",96,84,100,73,95,98
"374977",15,9,14,13,15,19
"7268",84,75,87,62,79,80
"25973",34,25,27,30,15,35
"55001",377,321,355,365,380,535
"163747",4,2,8,9,7,9
"1718",3437,3180,4098,3388,3428,4798
"107984958",6,19,9,4,13,16
"107985760",0,0,0,0,0,0
"105378736",0,0,0,0,1,0
"199964",9,12,15,5,7,10
"7809",22,10,11,18,22,29
"255738",3806,3629,4077,3713,3341,4488
"23358",1386,1342,1491,1500,1708,2010
"100507634",36,34,40,22,44,31
"109729135",1,0,3,0,1,1
"100616272",0,0,0,0,0,0
"105378740",0,0,0,0,0,0
"105378739",0,0,0,0,0,0
"105378738",0,0,0,0,0,0
"105378737",0,0,0,0,0,0
"105378741",0,0,0,0,0,0
"105378744",14,14,9,45,20,58
"8613",422,574,581,535,400,894
"101929935",2,0,1,2,1,0
"5563",544,435,458,411,489,526
"199920",65,64,66,60,71,88
"731",22,12,20,20,13,11
"732",7,3,1,0,9,4
"105378745",0,0,0,0,0,0
"112267900",16,10,12,9,9,12
"1600",280,144,159,196,158,189
"105378748",3,1,4,0,0,1
"105378747",7,0,1,0,2,7
"101926890",0,0,0,0,0,0
"105378746",0,0,0,0,0,0
"107984960",0,0,0,0,0,0
"115209",116,74,82,93,86,94
"4070",1469,1489,1981,1202,1132,1749
"114803",641,630,726,682,816,884
"112268263",5,5,8,6,3,4
"105378751",2,6,0,2,0,1
"3725",12759,11830,11880,10369,8864,10518
"100131060",1,5,2,1,7,5
"101926907",58,30,48,32,33,43
"107984961",0,2,0,1,3,0
"105378753",17,11,5,8,8,6
"101926925",0,0,0,0,1,1
"729467",0,2,0,1,0,0
"105378756",2,8,6,6,2,8
"55277",84,69,75,66,58,73
"100616409",0,6,1,0,1,0
"101926944",0,1,2,2,1,1
"105378758",1,1,0,1,0,0
"51361",913,803,838,875,762,987
"1573",96,65,77,72,57,58
"127795",1,0,0,0,0,0
"105378760",0,0,0,0,0,0
"107984963",0,0,0,0,0,0
"105378761",0,0,0,0,0,0
"107984962",0,0,0,0,1,0
"107985379",0,0,0,0,0,0
"105378763",37,39,26,42,22,25
"101926964",0,1,1,0,1,1
"105378764",1,0,0,0,0,0
"100996570",0,0,0,0,0,0
"4774",237,195,205,241,211,260
"645030",0,0,1,0,0,1
"105378766",0,0,0,0,0,0
"107984964",0,3,0,0,0,0
"414927",0,2,1,1,0,1
"83941",506,407,444,326,378,341
"10207",941,943,959,852,925,1061
"113219465",0,0,0,6,0,0
"107984965",0,3,3,2,5,6
"100422902",0,0,1,0,0,0
"100422946",0,0,1,0,0,0
"54596",0,2,0,1,0,0
"163782",139,165,170,167,124,257
"105378768",0,0,5,0,0,0
"7398",991,897,1111,704,659,879
"85440",422,425,426,415,369,523
"27329",7,4,6,3,10,3
"84938",102,97,77,84,71,101
"105378769",0,0,0,0,0,0
"199899",0,0,0,0,1,0
"105378770",0,0,0,0,0,0
"100996301",0,0,1,0,3,0
"27022",0,1,0,0,0,0
"102464823",0,0,0,0,0,0
"29929",133,109,132,109,112,169
"23421",340,221,288,252,230,288
"102724319",0,0,0,0,0,0
"84455",66,49,52,50,66,72
"79469",1,6,1,0,2,0
"5236",1222,1030,1187,1033,1096,1397
"105378771",4,10,9,4,3,7
"4919",83,141,241,128,105,209
"105378772",0,0,0,0,0,0
"101927034",0,3,11,2,3,2
"105378773",0,0,1,1,0,0
"148581",0,0,0,0,0,0
"105378774",0,0,0,0,0,1
"107984966",0,0,0,0,0,1
"57685",62,61,92,64,40,105
"100616338",0,0,0,0,0,0
"55225",415,430,458,449,423,515
"3716",1269,1090,1429,1256,1293,1451
"101927084",1,1,0,0,2,0
"100500854",0,0,1,0,0,0
"406893",0,0,0,0,0,0
"205",1670,1545,1762,1701,1701,2165
"9829",39,68,54,56,42,107
"102724416",1,6,10,1,8,10
"112268227",1,5,2,5,10,4
"3953",66,73,67,72,100,84
"54741",690,605,738,562,582,681
"5142",0,1,0,0,6,1
"101927139",0,0,0,0,0,0
"105378776",0,0,0,0,0,0
"84251",1,0,6,2,2,2
"100422871",0,0,0,0,0,0
"200132",0,0,0,0,0,0
"10022",0,0,0,0,0,0
"79819",3,7,2,3,3,12
"57708",608,530,648,474,643,569
"23169",338,264,370,361,310,461
"400757",0,0,2,0,1,2
"149233",6,1,2,2,2,4
"3595",15,27,11,16,15,24
"105378779",2,5,2,6,3,3
"26135",5438,4710,5398,4096,3779,4664
"102724481",2,0,2,0,0,0
"105378780",2,0,0,2,2,0
"1647",4479,3717,3689,4789,3923,6146
"55970",1758,1314,1508,1326,1371,1555
"105378781",1,0,1,3,2,2
"100289178",10,18,8,17,25,11
"9077",2,1,3,1,0,0
"79971",665,563,513,529,540,507
"100302279",0,0,0,0,2,0
"105378782",0,0,0,0,0,0
"6121",19,4,15,12,7,1
"55635",755,581,575,455,598,631
"101927220",2,2,0,5,5,3
"107984967",0,0,0,0,0,0
"105378783",0,0,0,0,0,0
"105378785",0,0,0,0,0,1
"105378787",0,0,0,2,0,0
"105378786",0,0,0,0,0,0
"105378788",0,0,0,0,0,2
"105378789",2,0,0,1,0,0
"105378790",1,0,1,0,0,0
"57554",2,10,13,5,9,7
"5301",0,3,0,0,0,0
"105378792",1,0,0,1,4,2
"55631",319,208,235,227,212,335
"9295",3109,2921,3684,2748,3574,3472
"81573",440,389,381,366,320,369
"11147",45,52,59,39,35,61
"102724548",5,2,24,10,9,12
"1491",221,168,240,104,173,155
"105378793",0,1,2,0,0,2
"105378794",0,0,0,0,0,0
"101927244",0,0,0,0,0,0
"102724572",0,1,0,0,0,0
"5733",0,0,0,4,1,0
"107985517",0,0,3,0,0,0
"100132618",88,67,77,92,79,101
"9406",1269,1005,1279,1150,1472,1437
"406962",2,2,7,3,10,2
"100852410",4,1,2,5,1,3
"105378795",0,0,0,0,0,0
"257194",1,1,3,0,4,0
"100852409",0,0,0,0,0,0
"105378797",0,5,0,2,0,0
"105378796",4,2,0,0,0,0
"105378798",0,1,0,1,2,0
"339468",0,1,0,0,0,0
"105378799",0,0,0,0,0,0
"105378800",0,0,0,0,0,0
"101927295",0,0,0,0,0,0
"105378801",0,0,0,0,0,0
"107985391",0,0,0,0,0,0
"105378802",0,2,0,0,0,1
"109729166",0,0,0,0,1,0
"127255",11,5,6,5,4,9
"100526835",6,4,7,8,5,15
"8790",118,92,94,114,101,150
"51086",1,1,0,0,1,0
"105378805",0,0,0,0,0,0
"105378803",0,0,0,0,0,0
"127254",0,1,1,0,1,0
"101927320",0,0,1,0,0,0
"1429",1272,965,1232,937,812,1054
"127253",468,409,433,358,342,461
"431707",0,0,0,0,1,3
"204962",498,382,403,399,406,550
"34",655,504,540,529,314,486
"1744",28,19,19,34,19,14
"5876",2000,1966,2172,1524,1957,1668
"692085",10,11,16,17,17,14
"26805",3,2,9,12,4,4
"26804",7,9,8,2,4,10
"4438",3,2,0,2,1,1
"127247",0,0,0,1,0,0
"105378806",0,0,0,0,0,0
"101927342",0,0,1,0,0,0
"256435",163,82,125,86,71,105
"105378807",0,0,1,1,0,0
"110806286",0,0,0,0,0,0
"81849",7,4,7,4,2,5
"102466995",0,0,0,0,0,0
"10026",522,359,399,376,296,370
"105378808",2,0,2,2,3,2
"26289",0,0,3,1,6,3
"26009",561,480,521,435,416,505
"23032",583,582,673,533,545,744
"374986",441,344,308,327,311,413
"374987",1,4,4,2,7,10
"91624",452,445,585,535,741,737
"8880",1840,1703,2237,1802,2145,2556
"11080",342,281,279,139,148,117
"54810",653,415,428,444,502,502
"107984997",2,5,1,1,2,0
"149047",1,1,0,0,1,3
"5737",0,0,0,0,0,0
"10964",0,2,1,8,0,1
"10561",0,0,1,0,0,0
"64123",0,0,0,0,0,0
"107984998",0,0,0,0,0,0
"105378810",0,0,0,0,0,0
"105378812",0,0,0,0,0,0
"105378811",0,0,0,0,0,0
"107983999",0,0,0,0,0,0
"101927412",0,0,0,0,0,1
"105378813",0,0,1,0,0,0
"107985018",0,0,0,0,0,0
"23266",0,1,0,6,1,0
"101927434",0,0,0,0,0,0
"105378814",0,0,0,0,0,0
"107985396",2,0,0,0,0,0
"103283057",0,0,1,0,0,0
"101927498",0,2,0,0,0,0
"107985037",0,2,0,0,0,0
"105378816",1,0,1,0,0,0
"101927542",0,0,0,0,0,0
"107985043",0,0,3,0,1,2
"101927587",0,0,2,0,1,0
"101927560",0,0,1,0,0,0
"107985041",1,0,0,0,0,0
"79739",4,0,2,0,1,2
"5567",16,17,17,19,7,24
"107985046",2,0,0,2,3,4
"112268230",0,0,0,0,1,0
"148418",8,4,3,7,5,7
"391051",0,2,1,0,4,0
"58511",0,0,0,0,0,0
"80135",407,361,358,316,225,311
"2787",1374,1180,1288,1041,1163,1014
"100505741",77,63,74,50,44,51
"1486",287,245,275,210,214,275
"105378819",0,0,1,1,0,1
"103695366",0,0,1,0,0,0
"439927",0,0,2,0,0,1
"117178",362,296,373,314,237,467
"102724892",0,0,0,0,0,0
"23566",0,0,0,1,0,0
"255231",1,1,1,0,2,6
"55283",3,13,13,9,11,19
"126820",0,1,0,0,1,0
"100616481",0,0,0,0,0,0
"84144",133,162,158,94,150,155
"105378821",1,1,0,0,0,1
"148423",507,477,465,369,441,415
"8915",1296,898,1038,750,976,930
"646626",64,42,47,49,44,61
"23576",1275,1095,1260,940,939,1340
"107985054",1,3,0,0,0,1
"3491",1125,1294,1676,552,710,954
"107985057",0,2,1,2,5,2
"112268231",0,0,1,0,0,1
"54680",213,204,258,123,227,179
"105378823",0,0,0,0,0,1
"255631",2,3,2,10,7,5
"105378824",0,0,0,0,0,0
"105378825",0,0,0,0,1,0
"57489",99,74,90,94,61,116
"102465842",0,0,0,0,0,0
"9635",0,0,0,1,1,0
"1179",0,1,0,1,2,0
"105378827",0,0,0,0,0,3
"105378826",0,0,0,0,1,0
"22802",0,4,2,0,3,0
"105378828",4,4,14,1,4,5
"9629",1,4,7,2,2,0
"51100",1536,1290,1612,1213,1318,1469
"105378831",0,0,0,0,0,0
"9403",2100,1717,1831,1488,1426,1431
"9653",1435,1087,1246,1247,963,1613
"339524",7,2,2,4,3,2
"101927844",1,0,0,2,0,0
"8543",956,817,960,662,716,883
"100505768",2,0,0,1,0,2
"105378833",0,1,0,4,0,1
"105378834",0,3,3,3,4,5
"107985408",0,1,0,0,0,0
"105378835",0,1,0,0,0,0
"107985518",0,0,0,0,0,0
"107985519",0,0,1,1,0,0
"101927871",0,0,0,0,0,0
"105378836",0,1,0,0,1,0
"105378839",0,0,0,1,1,0
"101927891",5,4,1,2,2,1
"105378838",1,0,0,1,0,1
"5586",1146,944,1125,948,1010,1290
"2959",548,410,480,318,395,392
"56267",341,371,348,296,350,392
"494115",182,205,175,219,283,295
"2635",137,116,135,175,212,210
"105378841",4,2,4,12,1,4
"2633",49,50,90,101,71,125
"2634",357,340,406,403,427,424
"112268267",81,61,54,90,79,90
"105378842",0,0,0,0,0,0
"388646",0,0,0,2,1,0
"115361",0,0,1,2,0,0
"107985076",0,0,0,0,0,0
"105378843",0,0,0,0,0,0
"115362",0,0,0,0,0,1
"729930",0,0,0,0,0,0
"163351",0,1,3,0,0,2
"400759",0,0,0,0,0,1
"105378844",1,0,3,0,0,2
"23507",254,237,261,203,206,326
"84230",2,4,6,5,0,3
"400761",0,2,0,0,0,0
"107985743",0,0,0,0,0,0
"101927952",0,0,0,0,2,0
"107985744",0,0,0,0,0,0
"101927975",0,0,0,0,0,0
"55144",341,412,396,366,432,439
"105378847",4,3,3,1,0,2
"492303",38,45,67,36,41,56
"284695",1028,922,1042,808,854,970
"105378848",0,0,0,0,1,0
"105378849",18,15,6,20,18,15
"107985088",87,66,56,83,78,113
"105378850",0,0,0,0,0,1
"105378851",0,0,0,0,0,0
"105378852",0,0,0,0,0,0
"109616984",0,0,0,0,0,0
"343472",0,1,0,0,0,1
"105378853",76,61,72,58,104,107
"105378855",3,3,2,4,0,3
"105378854",4,0,0,0,5,0
"84146",771,578,724,677,751,924
"164045",4,10,10,23,4,14
"107985412",0,0,0,0,0,0
"107985417",0,0,0,0,0,0
"105378856",0,0,0,0,1,0
"8317",317,244,298,243,232,281
"102723436",0,5,1,0,0,4
"7049",450,444,563,476,454,631
"676",2,1,0,4,8,0
"253152",69,85,59,43,66,58
"646817",13,10,14,18,8,10
"284697",5,6,5,7,6,19
"23285",71,63,45,74,73,111
"388649",1,2,0,0,1,0
"11146",193,221,245,220,207,232
"79871",201,177,226,193,182,251
"2672",23,44,52,42,35,50
"7813",608,502,657,539,561,681
"6125",30579,27223,29836,24486,24008,22433
"388650",197,201,181,193,222,225
"6083",14,18,7,14,13,11
"26782",15,9,17,12,14,15
"22823",592,542,571,477,631,639
"50999",1704,1458,1684,1231,1072,1382
"343099",207,165,177,117,163,206
"107985521",0,0,1,2,0,0
"100131564",195,183,155,154,177,213
"1810",608,564,639,449,659,603
"54874",937,812,1089,917,899,994
"107985761",3,0,0,0,4,0
"8412",354,275,299,249,267,312
"100129046",67,47,50,56,52,54
"102723480",1,0,0,0,0,3
"723788",12,5,5,6,4,18
"100126348",0,0,1,0,0,0
"100189133",0,0,0,0,0,0
"30836",1127,928,1007,783,789,882
"2730",348,294,362,236,246,249
"24",7,11,8,7,1,12
"105378858",3,1,2,3,1,2
"9411",570,624,784,542,642,783
"107985092",7,5,6,1,7,2
"105378859",0,2,8,4,11,2
"5825",1198,1030,1316,997,986,1344
"2152",139,104,146,172,139,310
"113219466",0,0,0,2,0,0
"105378861",1,2,1,6,1,2
"101928079",63,55,47,39,25,53
"105378860",0,0,1,2,4,0
"100616321",0,0,0,0,1,0
"126969",385,279,368,312,242,408
"1266",1708,1611,2103,1561,1741,1855
"105378862",6,7,26,5,11,12
"729970",107,114,150,90,122,149
"199857",132,101,128,116,95,94
"105378863",0,1,2,4,0,0
"101928098",0,0,3,0,0,1
"148534",700,555,739,648,648,801
"100527978",69,87,68,75,76,81
"101928118",9,5,0,13,5,4
"25950",152,171,154,152,157,151
"100996630",0,0,0,0,0,0
"105378864",0,0,0,0,0,0
"105379825",0,0,0,0,0,0
"101928169",0,0,0,1,2,0
"107985420",0,0,0,0,0,0
