"BioGRID Interaction ID","Entrez Gene ID for Interactor A","Entrez Gene ID for Interactor B","BioGRID ID for Interactor A","BioGRID ID for Interactor B","Systematic name for Interactor A","Systematic name for Interactor B","Official symbol for Interactor A","Official symbol for Interactor B","Synonyms/Aliases for Interactor A","Synonyms/Aliases for Interactor B","Experimental System Name","Experimental System Type","First author surname of the publication","Pubmed ID","Organism ID for Interactor A","Organism ID for Interactor B","Interaction Throughput","Quantitative Score","Post Translational Modification","Phenotypes","Qualifications","Tags","Source Database"
16859,7572,7727,113403,113516,"-","-","ZNF24","ZNF174","KOX17|RSG-A|ZNF191|ZSCAN3|Zfp191","ZSCAN8","Two-hybrid","physical","Williams AJ (1999)",10567577,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
17117,2316,80790,108605,123313,"XX-FW83128A1.1","-","FLNA","CMIP","ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD","TCMIP","Two-hybrid","physical","Grimbert P (2004)",15128042,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
17119,367,2316,106862,108605,"RP11-383C12.1","XX-FW83128A1.1","AR","FLNA","AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM","ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD","Two-hybrid","physical","Loy CJ (2003)",12682292,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
17123,2316,7204,108605,113055,"XX-FW83128A1.1","-","FLNA","TRIO","ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD","ARHGEF23|tgat","Two-hybrid","physical","Bellanger JM (2000)",11146652,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
17129,2316,846,108605,107296,"XX-FW83128A1.1","-","FLNA","CASR","ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD","CAR|EIG8|FHH|FIH|GPRC2A|HHC|HHC1|HYPOC1|NSHPT|PCAR1","Two-hybrid","physical","Hjaelm G (2001)",11390380,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
17140,3054,2551,109304,108826,"-","-","HCFC1","GABPA","CFF|HCF|HCF-1|HCF1|HFC1|MRX3|PPP1R89|VCAF","E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07","Two-hybrid","physical","Vogel JL (2000)",10675337,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
17223,10048,8237,115359,113866,"-","RP4-659F15.2","RANBP9","USP11","BPM-L|BPM90|RANBPM|RanBP7","UHX1","Two-hybrid","physical","Ideguchi H (2002)",12084015,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
17299,5170,5584,111196,111570,"-","-","PDPK1","PRKCI","PDK1|PDPK2|PDPK2P|PRO0461","DXS1179E|PKCI|nPKC-iota","Two-hybrid","physical","Balendran A (2000)",10764742,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
17642,9367,10244,114768,115538,"-","RP11-65N13.1","RAB9A","RABEPK","RAB9","RAB9P40|bA65N13.1|p40","Two-hybrid","physical","Diaz E (1997)",9230071,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
17707,56000,7514,121025,113348,"LL0XNC01-221F2.3","-","NXF3","XPO1","-","CRM1|emb|exp1","Two-hybrid","physical","Yang J (2001)",11545741,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
17851,9322,7454,114733,113293,"-","-","TRIP10","WAS","CIP4|HSTP|STOT|STP|TRIP-10","IMD2|SCNX|THC|THC1|WASP","Two-hybrid","physical","Tian L (2000)",10713100,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18061,369,445,106864,106937,"RP1-230G1.1","RP11-618A20.2","ARAF","ASS1","A-RAF|ARAF1|PKS2|RAFA1","ASS|CTLN1","Two-hybrid","physical","Yuryev A (2003)",12620389,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
18063,5605,369,111591,106864,"-","RP1-230G1.1","MAP2K2","ARAF","CFC4|MAPKK2|MEK2|MKK2|PRKMK2","A-RAF|ARAF1|PKS2|RAFA1","Two-hybrid","physical","Yin XL (2002)",11909642,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18070,369,8533,106864,114103,"RP1-230G1.1","-","ARAF","COPS3","A-RAF|ARAF1|PKS2|RAFA1","CSN3|SGN3","Two-hybrid","physical","Yuryev A (2003)",12620389,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
18139,6103,5147,112030,111173,"-","-","RPGR","PDE6D","COD1|CORDX1|CRD|PCDX|RP15|RP3|XLRP3|orf15","JBTS22|PDED","Two-hybrid","physical","Linari M (1999)",9990021,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18180,6872,7343,112735,113190,"-","-","TAF1","UBTF","BA2R|CCG1|CCGS|DYT3|DYT3/TAF1|KAT4|N-TAF1|NSCL2|OF|P250|TAF(II)250|TAF2A|TAFII-250|TAFII250|XDP","NOR-90|UBF|UBF-1|UBF1|UBF2","Two-hybrid","physical","Lin CY (2002)",12498690,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18239,367,8202,106862,113841,"RP11-383C12.1","RP5-1049G16.3","AR","NCOA3","AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM","ACTR|AIB-1|AIB1|CAGH16|CTG26|KAT13B|RAC3|SRC-3|SRC3|TNRC14|TNRC16|TRAM-1|bHLHe42|pCIP","Two-hybrid","physical","Tan JA (2000)",10965917,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18418,23162,3831,116774,110029,"AC012180.8","RP11-73M18.7","MAPK8IP3","KLC1","JIP3|JSAP1|SYD2|syd","KLC|KNS2|KNS2A","Two-hybrid","physical","Bowman AB (2000)",11106729,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18455,598,57099,107070,121366,"RP5-857M17.3","-","BCL2L1","AVEN","BCL-XL/S|BCL2L|BCLX|BCLXL|BCLXS|Bcl-X|PPP1R52|bcl-xL|bcl-xS","PDCD12","Two-hybrid","physical","Chau BN (2000)",10949025,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18570,4036,1601,110216,107971,"-","-","LRP2","DAB2","DBS|GP330","DOC-2|DOC2","Two-hybrid","physical","Oleinikov AV (2000)",10769163,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18711,7286,24144,113137,117294,"RP11-74C1.1","CTA-445C9.9","TUFT1","TFIP11","-","NTR1|Spp382|TIP39|bK445C9.6|hNtr1","Two-hybrid","physical","Paine CT (2000)",10806191,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18813,1387,3172,107777,109414,"-","RP5-1013A22.1","CREBBP","HNF4A","CBP|KAT3A|RSTS","FRTS4|HNF4|HNF4a7|HNF4a8|HNF4a9|HNF4alpha|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14","Two-hybrid","physical","Yoshida E (1997)",9434765,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18817,1387,4780,107777,110852,"-","-","CREBBP","NFE2L2","CBP|KAT3A|RSTS","NRF2","Two-hybrid","physical","Katoh Y (2001)",11683914,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18843,1387,6996,107777,112855,"-","-","CREBBP","TDG","CBP|KAT3A|RSTS","hTDG","Two-hybrid","physical","Tini M (2002)",11864601,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18857,1387,326,107777,106823,"-","-","CREBBP","AIRE","CBP|KAT3A|RSTS","AIRE1|APECED|APS1|APSI|PGA1","Two-hybrid","physical","Pitkaenen J (2000)",10748110,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18885,84687,1029,124202,107463,"-","-","PPP1R9B","CDKN2A","PPP1R6|PPP1R9|SPINO|Spn","ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16","Two-hybrid","physical","Vivo M (2001)",11278317,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18901,3718,9220,109921,114653,"-","-","JAK3","TIAF1","JAK-3|JAK3_HUMAN|JAKL|L-JAK|LJAK","MAJN|SPR210","Two-hybrid","physical","Ji H (2000)",10733938,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
18916,3718,6776,109921,112653,"-","-","JAK3","STAT5A","JAK-3|JAK3_HUMAN|JAKL|L-JAK|LJAK","MGF|STAT5","Two-hybrid","physical","Fujitani Y (1997)",9047382,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
19187,5586,5783,111572,111747,"RP5-905H16.1","-","PKN2","PTPN13","PAK2|PRK2|PRKCL2|PRO2042|Pak-2|STK7","FAP-1|PNP1|PTP-BAS|PTP-BL|PTP1E|PTPL1|PTPLE|hPTP1E","Two-hybrid","physical","Gross C (2001)",11356191,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
19286,4692,4682,110772,110762,"-","-","NDN","NUBP1","HsT16328|PWCR","NBP|NBP1|NBP35","Two-hybrid","physical","Taniguchi N (2000)",10915798,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
19509,7516,5892,113350,111829,"-","-","XRCC2","RAD51D","-","BROVCA4|R51H3|RAD51L3|TRAD","Two-hybrid","physical","Schild D (2000)",10749867,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
19683,22916,4686,116578,110766,"PIG55","RP11-546O6.1","NCBP2","NCBP1","CBC2|CBP20|NIP1","CBP80|NCBP|Sto1","Two-hybrid","physical","Kataoka N (1995)",7478990,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
19979,9261,6464,114683,112361,"-","RP11-307C12.1","MAPKAPK2","SHC1","MAPKAP-K2|MK-2|MK2","SHC|SHCA","Two-hybrid","physical","Yannoni YM (2004)",15094067,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
20246,84687,7074,124202,112930,"-","-","PPP1R9B","TIAM1","PPP1R6|PPP1R9|SPINO|Spn","-","Two-hybrid","physical","Buchsbaum RJ (2003)",12531897,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
20260,5725,3191,111697,109432,"-","P/OKcl.14","PTBP1","HNRNPL","HNRNP-I|HNRNPI|HNRPI|PTB|PTB-1|PTB-T|PTB2|PTB3|PTB4|pPTB","HNRPL|hnRNP-L","Two-hybrid","physical","Hahm B (1998)",9563502,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
20320,3430,9111,109656,114561,"-","-","IFI35","NMI","IFP35","-","Two-hybrid","physical","Chen J (2000)",10950963,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
20459,1027,10762,107461,115982,"-","CTA-268H5.7","CDKN1B","NUP50","CDKN4|KIP1|MEN1B|MEN4|P27KIP1","NPAP60|NPAP60L","Two-hybrid","physical","Smitherman M (2000)",10891500,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
20577,8087,26999,113760,117945,"-","-","FXR1","CYFIP2","FXR1P","PIR121","Two-hybrid","physical","Schenck A (2001)",11438699,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
20702,1028,3984,107462,110172,"-","-","CDKN1C","LIMK1","BWCR|BWS|KIP2|WBS|p57|p57Kip2","LIMK|LIMK-1","Two-hybrid","physical","Yokoo T (2003)",14530263,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
20886,871,56893,107318,121223,"PIG14","RP11-336K24.8","SERPINH1","UBQLN4","AsTP3|CBP1|CBP2|HSP47|OI10|PPROM|RA-A47|SERPINH2|gp46","A1U|A1Up|C1orf6|CIP75|UBIN","Two-hybrid","physical","Matsuda M (2001)",11162551,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
21004,4646,1601,110730,107971,"RP3-472A9.1","-","MYO6","DAB2","DFNA22|DFNB37","DOC-2|DOC2","Two-hybrid","physical","Morris SM (2002)",11967127,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
21005,4646,1601,110730,107971,"RP3-472A9.1","-","MYO6","DAB2","DFNA22|DFNB37","DOC-2|DOC2","Two-hybrid","physical","Inoue A (2002)",11906161,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
21167,50848,7082,119153,112937,"RP11-544M22.2","-","F11R","TJP1","CD321|JAM|JAM1|JAMA|JCAM|KAT|PAM-1","ZO-1","Two-hybrid","physical","Ebnet K (2000)",10856295,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
21715,7041,2185,112899,108480,"-","-","TGFB1I1","PTK2B","ARA55|HIC-5|HIC5|TSC-5","CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK","Two-hybrid","physical","Matsuya M (1998)",9422762,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
21716,7041,2185,112899,108480,"-","-","TGFB1I1","PTK2B","ARA55|HIC-5|HIC5|TSC-5","CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK","Two-hybrid","physical","Wang X (2002)",11856738,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
21891,3675,274,109882,106771,"-","-","ITGA3","BIN1","CD49C|GAP-B3|GAPB3|ILNEB|MSK18|VCA-2|VL3A|VLA3a","AMPH2|AMPHL|SH3P9","Two-hybrid","physical","Wixler V (1999)",10094488,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
22250,10524,2120,115779,108421,"-","-","KAT5","ETV6","ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2","TEL|TEL/ABL","Two-hybrid","physical","Nordentoft I (2003)",12737628,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
22438,23645,573,117172,107049,"-","RP11-326F20.2","PPP1R15A","BAG1","GADD34","BAG-1|HAP|RAP46","Two-hybrid","physical","Hung WJ (2003)",12724406,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
22571,5629,2033,111613,108347,"-","RP1-85F18.1","PROX1","EP300","-","KAT3B|RSTS2|p300","Two-hybrid","physical","Chen Q (2002)",11943779,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
23488,4998,8317,111040,113914,"-","-","ORC1","CDC7","HSORC1|ORC1L|PARC1","CDC7L1|HsCDC7|Hsk1|huCDC7","Two-hybrid","physical","Kneissl M (2003)",12614612,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
23539,599,10018,107071,115335,"-","-","BCL2L2","BCL2L11","BCL-W|BCL2-L-2|BCLW|PPP1R51","BAM|BIM|BOD","Two-hybrid","physical","Hsu SY (1998)",9731710,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
23714,6015,8535,111947,114105,"DADB-100D22.6","-","RING1","CBX4","RING1A|RNF1","NBP16|PC2","Two-hybrid","physical","Satijn DP (1999)",9858531,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
23779,5880,8454,111818,114032,"-","-","RAC2","CUL1","EN-7|Gx|HSPC022|p21-Rac2","-","Two-hybrid","physical","Senadheera D (2001)",11445862,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
24117,8458,10589,114036,115838,"-","-","TTF2","DRAP1","HuF2|ZGRF6","NC2-alpha","Two-hybrid","physical","Leonard D (2003)",12927788,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
24393,7884,90459,113627,124718,"-","-","SLBP","ERI1","HBP","3HEXO|HEXO|THEX1","Two-hybrid","physical","Dominski Z (2003)",14536070,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
24542,8204,190,113843,106695,"-","-","NRIP1","NR0B1","RIP140","AHC|AHCH|AHX|DAX-1|DAX1|DSS|GTD|HHG|NROB1|SRXY2","Two-hybrid","physical","Sugawara T (2001)",11459805,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
24596,10614,904,115860,107343,"-","-","HEXIM1","CCNT1","CLP1|EDG1|HIS1|MAQ1","CCNT|CYCT1|HIVE1","Two-hybrid","physical","Michels AA (2003)",12832472,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
24631,4215,5607,110379,111593,"-","-","MAP3K3","MAP2K5","MAPKKK3|MEKK3","HsT17454|MAPKK5|MEK5|PRKMK5","Two-hybrid","physical","Sun W (2001)",11073940,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
24754,8498,7514,114070,113348,"-","-","RANBP3","XPO1","-","CRM1|emb|exp1","Two-hybrid","physical","Lindsay ME (2001)",11425870,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25026,5147,27289,111173,118113,"-","-","PDE6D","RND1","JBTS22|PDED","ARHS|RHO6|RHOS","Two-hybrid","physical","Nancy V (2002)",11786539,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25124,4174,8317,110342,113914,"RP5-824I19__A.1","-","MCM5","CDC7","CDC46|P1-CDC46","CDC7L1|HsCDC7|Hsk1|huCDC7","Two-hybrid","physical","Kneissl M (2003)",12614612,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
25158,2033,10370,108347,115649,"RP1-85F18.1","-","EP300","CITED2","KAT3B|RSTS2|p300","ASD8|MRG-1|MRG1|P35SRJ|VSD2","Two-hybrid","physical","Bhattacharya S (1999)",9887100,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25159,2033,10370,108347,115649,"RP1-85F18.1","-","EP300","CITED2","KAT3B|RSTS2|p300","ASD8|MRG-1|MRG1|P35SRJ|VSD2","Two-hybrid","physical","Braganca J (2003)",12586840,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25271,5564,51422,111551,119531,"-","-","PRKAB1","PRKAG2","AMPK|HAMPKb","AAKG|AAKG2|CMH6|H91620p|WPWS","Two-hybrid","physical","Cheung PC (2000)",10698692,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25272,5565,5571,111552,111558,"-","-","PRKAB2","PRKAG1","-","AMPKG","Two-hybrid","physical","Cheung PC (2000)",10698692,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25273,5565,51422,111552,119531,"-","-","PRKAB2","PRKAG2","-","AAKG|AAKG2|CMH6|H91620p|WPWS","Two-hybrid","physical","Cheung PC (2000)",10698692,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25274,5571,51422,111558,119531,"-","-","PRKAG1","PRKAG2","AMPKG","AAKG|AAKG2|CMH6|H91620p|WPWS","Two-hybrid","physical","Cheung PC (2000)",10698692,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25361,6047,23598,111974,117133,"RES4-26","-","RNF4","PATZ1","SLX5|SNURF","MAZR|PATZ|RIAZ|ZBTB19|ZNF278|ZSG|dJ400N23","Two-hybrid","physical","Fedele M (2000)",10713105,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25417,5493,23254,111488,116858,"-","RP1-21O18.1","PPL","KAZN","-","KAZ","Two-hybrid","physical","Groot KR (2004)",15337775,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25531,6294,9667,112201,115022,"-","-","SAFB","SAFB2","HAP|HET|SAF-B1|SAFB1","-","Two-hybrid","physical","Townson SM (2003)",12660241,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25555,23162,5602,116774,111588,"AC012180.8","RP13-514E23.1","MAPK8IP3","MAPK10","JIP3|JSAP1|SYD2|syd","JNK3|JNK3A|PRKM10|SAPK1b|p493F12|p54bSAPK","Two-hybrid","physical","Ito M (1999)",10523642,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25560,5602,23162,111588,116774,"RP13-514E23.1","AC012180.8","MAPK10","MAPK8IP3","JNK3|JNK3A|PRKM10|SAPK1b|p493F12|p54bSAPK","JIP3|JSAP1|SYD2|syd","Two-hybrid","physical","Ito M (1999)",10523642,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25568,5600,8841,111586,114368,"-","-","MAPK11","HDAC3","P38B|P38BETA2|PRKM11|SAPK2|SAPK2B|p38-2|p38Beta","HD3|RPD3|RPD3-2","Two-hybrid","physical","Mahlknecht U (2004)",15356147,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25644,51588,4092,119624,110267,"-","-","PIAS4","SMAD7","PIASY|Piasg|ZMIZ6","CRCS3|MADH7|MADH8","Two-hybrid","physical","Imoto S (2003)",12815042,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25715,5427,10284,111423,115573,"-","GIG38","POLE2","SAP18","DPE2","2HOR0202|SAP18P","Two-hybrid","physical","Wada M (2002)",11872158,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25959,1317,1317,107712,107712,"RP11-110L1.1","RP11-110L1.1","SLC31A1","SLC31A1","COPT1|CTR1","COPT1|CTR1","Two-hybrid","physical","Klomp AE (2003)",12466020,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
25963,6432,8446,112330,114024,"-","-","SRSF7","DUSP11","9G8|AAG3|SFRS7","PIR1","Two-hybrid","physical","Yuan Y (1998)",9685386,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
26025,9616,8454,114977,114032,"-","-","RNF7","CUL1","CKBBP1|ROC2|SAG","-","Two-hybrid","physical","Ohta T (1999)",10230407,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
26270,23048,8658,116686,114207,"-","-","FNBP1","TNKS","FBP17","ARTD5|PARP-5a|PARP5A|PARPL|TIN1|TINF1|TNKS1|pART5","Two-hybrid","physical","Fuchs U (2003)",14596906,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
26394,3675,5877,109882,111815,"-","-","ITGA3","RABIF","CD49C|GAP-B3|GAPB3|ILNEB|MSK18|VCA-2|VL3A|VLA3a","MSS4|RASGFR3|RASGRF3","Two-hybrid","physical","Wixler V (1999)",10094488,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
26765,22888,7332,116554,113180,"RP5-1187M17.9","-","UBOX5","UBE2L3","RNF37|UBCE7IP5|UIP5|hUIP5","E2-F1|L-UBC|UBCH7|UbcM4","Two-hybrid","physical","Pringa E (2001)",11274149,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
26836,5174,6583,111200,112470,"-","-","PDZK1","SLC22A4","CAP70|CLAMP|NHERF-3|NHERF3|PDZD1","OCTN1","Two-hybrid","physical","Gisler SM (2003)",14531806,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
26848,10158,5174,115460,111200,"RP1-18D14.5","-","PDZK1IP1","PDZK1","DD96|MAP17|SPAP","CAP70|CLAMP|NHERF-3|NHERF3|PDZD1","Two-hybrid","physical","Gisler SM (2003)",14531806,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
26849,10158,5174,115460,111200,"RP1-18D14.5","-","PDZK1IP1","PDZK1","DD96|MAP17|SPAP","CAP70|CLAMP|NHERF-3|NHERF3|PDZD1","Two-hybrid","physical","Pribanic S (2003)",12837682,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
26868,10614,905,115860,107344,"-","-","HEXIM1","CCNT2","CLP1|EDG1|HIS1|MAQ1","CYCT2","Two-hybrid","physical","Michels AA (2003)",12832472,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
27017,23048,10142,116686,115445,"-","-","FNBP1","AKAP9","FBP17","AKAP-9|AKAP350|AKAP450|CG-NAP|HYPERION|LQT11|MU-RMS-40.16A|PPP1R45|PRKA9|YOTIAO","Two-hybrid","physical","Larocca MC (2004)",15047863,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
27188,27289,23654,118113,117178,"-","RP3-402G11.19-002","RND1","PLXNB2","ARHS|RHO6|RHOS","MM1|Nbla00445|PLEXB2|dJ402G11.3","Two-hybrid","physical","Oinuma I (2003)",12730235,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
27633,11252,29763,116413,118896,"AL049758.1","-","PACSIN2","PACSIN3","SDPII","SDPIII","Two-hybrid","physical","Modregger J (2000)",11082044,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
27740,6895,6895,112758,112758,"-","-","TARBP2","TARBP2","LOQS|TRBP|TRBP1|TRBP2","LOQS|TRBP|TRBP1|TRBP2","Two-hybrid","physical","Daher A (2001)",11438532,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
28281,29993,29763,119018,118896,"RP11-375E1__A.1","-","PACSIN1","PACSIN3","SDPI","SDPIII","Two-hybrid","physical","Modregger J (2000)",11082044,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
28285,29993,29993,119018,119018,"RP11-375E1__A.1","RP11-375E1__A.1","PACSIN1","PACSIN1","SDPI","SDPI","Two-hybrid","physical","Modregger J (2000)",11082044,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
28313,10628,27033,115872,117964,"RP11-315I20.4","-","TXNIP","ZBTB32","EST01027|HHCPA78|THIF|VDUP1","FAXF|FAZF|Rog|TZFP|ZNF538","Two-hybrid","physical","Han SH (2003)",12821938,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
28377,23613,29109,117146,118877,"RP5-890O15.1","-","ZMYND8","FHOD1","PRKCBP1|PRO2893|RACK7","FHOS","Two-hybrid","physical","Westendorf JJ (2004)",15095401,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
28506,23594,8317,117129,113914,"-","-","ORC6","CDC7","ORC6L","CDC7L1|HsCDC7|Hsk1|huCDC7","Two-hybrid","physical","Kneissl M (2003)",12614612,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
