Interactor A Genes,Interactor B Genes,Combined Score,Taxid interactor A,Taxid interactor B,Genes,Log2FoldChange,FoldChange,Regulation
CEBPB,DDIT3,0.994,Homo sapiens,Homo sapiens,DDIT3,3.82631520032029,14.1852060354276,UpRegulated
DDIT3,BCL2L11,0.956,Homo sapiens,Homo sapiens,DDIT3,3.82631520032029,14.1852060354276,UpRegulated
HSPA5,DDIT3,0.921,Homo sapiens,Homo sapiens,DDIT3,3.82631520032029,14.1852060354276,UpRegulated
DPF1,SMARCD3,0.982,Homo sapiens,Homo sapiens,DPF1,3.79253750114224,13.8569467333513,UpRegulated
ARID1B,DPF1,0.991,Homo sapiens,Homo sapiens,DPF1,3.79253750114224,13.8569467333513,UpRegulated
PBRM1,DPF1,0.921,Homo sapiens,Homo sapiens,DPF1,3.79253750114224,13.8569467333513,UpRegulated
SMARCD3,DPF1,0.982,Homo sapiens,Homo sapiens,DPF1,3.79253750114224,13.8569467333513,UpRegulated
PHF10,DPF1,0.9,Homo sapiens,Homo sapiens,DPF1,3.79253750114224,13.8569467333513,UpRegulated
SMARCE1,DPF1,0.993,Homo sapiens,Homo sapiens,DPF1,3.79253750114224,13.8569467333513,UpRegulated
ARID2,DPF1,0.928,Homo sapiens,Homo sapiens,DPF1,3.79253750114224,13.8569467333513,UpRegulated
DPF1,SMARCE1,0.993,Homo sapiens,Homo sapiens,DPF1,3.79253750114224,13.8569467333513,UpRegulated
DPF1,ARID1B,0.991,Homo sapiens,Homo sapiens,DPF1,3.79253750114224,13.8569467333513,UpRegulated
DPF1,PBRM1,0.921,Homo sapiens,Homo sapiens,DPF1,3.79253750114224,13.8569467333513,UpRegulated
DPF1,PHF10,0.9,Homo sapiens,Homo sapiens,DPF1,3.79253750114224,13.8569467333513,UpRegulated
DPF1,ARID2,0.928,Homo sapiens,Homo sapiens,DPF1,3.79253750114224,13.8569467333513,UpRegulated
PACSIN3,PACSIN1,0.945,Homo sapiens,Homo sapiens,PACSIN3,3.67027355023221,12.7309974429495,UpRegulated
PACSIN1,PACSIN3,0.945,Homo sapiens,Homo sapiens,PACSIN3,3.67027355023221,12.7309974429495,UpRegulated
PACSIN2,PACSIN3,0.947,Homo sapiens,Homo sapiens,PACSIN3,3.67027355023221,12.7309974429495,UpRegulated
PACSIN3,PACSIN2,0.947,Homo sapiens,Homo sapiens,PACSIN3,3.67027355023221,12.7309974429495,UpRegulated
GNAI2,GPSM1,0.969,Homo sapiens,Homo sapiens,GPSM1,3.64618256661355,12.520172779484,UpRegulated
GPSM1,GNAI2,0.969,Homo sapiens,Homo sapiens,GPSM1,3.64618256661355,12.520172779484,UpRegulated
CBL,VAV1,0.997,Homo sapiens,Homo sapiens,VAV1,3.63959725376014,12.4631535447733,UpRegulated
FYN,VAV1,0.959,Homo sapiens,Homo sapiens,VAV1,3.63959725376014,12.4631535447733,UpRegulated
VAV1,FYN,0.959,Homo sapiens,Homo sapiens,VAV1,3.63959725376014,12.4631535447733,UpRegulated
PIK3CD,VAV1,0.945,Homo sapiens,Homo sapiens,VAV1,3.63959725376014,12.4631535447733,UpRegulated
VAV1,CBL,0.997,Homo sapiens,Homo sapiens,VAV1,3.63959725376014,12.4631535447733,UpRegulated
PLCG2,VAV1,0.998,Homo sapiens,Homo sapiens,VAV1,3.63959725376014,12.4631535447733,UpRegulated
TXK,VAV1,0.96,Homo sapiens,Homo sapiens,VAV1,3.63959725376014,12.4631535447733,UpRegulated
VAV1,TXK,0.96,Homo sapiens,Homo sapiens,VAV1,3.63959725376014,12.4631535447733,UpRegulated
VAV1,PLCG2,0.998,Homo sapiens,Homo sapiens,VAV1,3.63959725376014,12.4631535447733,UpRegulated
VAV1,PIK3CD,0.945,Homo sapiens,Homo sapiens,VAV1,3.63959725376014,12.4631535447733,UpRegulated
ADM,ADM2,0.925,Homo sapiens,Homo sapiens,ADM2,3.53207952145686,11.5680959730947,UpRegulated
ADM2,ADM,0.925,Homo sapiens,Homo sapiens,ADM2,3.53207952145686,11.5680959730947,UpRegulated
PA2G4,NSA2,0.986,Homo sapiens,Homo sapiens,PA2G4,-3.50643099538213,11.364253355081,DownRegulated
NSA2,PA2G4,0.986,Homo sapiens,Homo sapiens,PA2G4,-3.50643099538213,11.364253355081,DownRegulated
PA2G4,RPL28,0.981,Homo sapiens,Homo sapiens,PA2G4,-3.50643099538213,11.364253355081,DownRegulated
RPL28,PA2G4,0.981,Homo sapiens,Homo sapiens,PA2G4,-3.50643099538213,11.364253355081,DownRegulated
RDH12,DGAT1,0.924,Homo sapiens,Homo sapiens,RDH12,3.50541485309431,11.3562519186719,UpRegulated
RDH12,ALDH1A3,0.987,Homo sapiens,Homo sapiens,RDH12,3.50541485309431,11.3562519186719,UpRegulated
ALDH1A3,RDH12,0.987,Homo sapiens,Homo sapiens,RDH12,3.50541485309431,11.3562519186719,UpRegulated
DGAT1,RDH12,0.924,Homo sapiens,Homo sapiens,RDH12,3.50541485309431,11.3562519186719,UpRegulated
STXBP1,STX19,0.916,Homo sapiens,Homo sapiens,STX19,-3.43062252023294,10.7825202487459,DownRegulated
STX19,STXBP1,0.916,Homo sapiens,Homo sapiens,STX19,-3.43062252023294,10.7825202487459,DownRegulated
RAB3A,GDI1,0.942,Homo sapiens,Homo sapiens,RAB3A,3.41791110542452,10.6879340481386,UpRegulated
GDI1,RAB3A,0.942,Homo sapiens,Homo sapiens,RAB3A,3.41791110542452,10.6879340481386,UpRegulated
RAB3A,CHM,0.935,Homo sapiens,Homo sapiens,RAB3A,3.41791110542452,10.6879340481386,UpRegulated
RAB3A,DNAJC5,0.934,Homo sapiens,Homo sapiens,RAB3A,3.41791110542452,10.6879340481386,UpRegulated
RAB3A,STXBP1,0.913,Homo sapiens,Homo sapiens,RAB3A,3.41791110542452,10.6879340481386,UpRegulated
DNAJC5,RAB3A,0.934,Homo sapiens,Homo sapiens,RAB3A,3.41791110542452,10.6879340481386,UpRegulated
STXBP1,RAB3A,0.913,Homo sapiens,Homo sapiens,RAB3A,3.41791110542452,10.6879340481386,UpRegulated
CHM,RAB3A,0.935,Homo sapiens,Homo sapiens,RAB3A,3.41791110542452,10.6879340481386,UpRegulated
MITF,FOS,0.92,Homo sapiens,Homo sapiens,MITF,3.33649264806684,10.1014650922568,UpRegulated
JUN,MITF,0.923,Homo sapiens,Homo sapiens,MITF,3.33649264806684,10.1014650922568,UpRegulated
FOS,MITF,0.92,Homo sapiens,Homo sapiens,MITF,3.33649264806684,10.1014650922568,UpRegulated
MITF,JUN,0.923,Homo sapiens,Homo sapiens,MITF,3.33649264806684,10.1014650922568,UpRegulated
JDP2,ARL4C,0.908,Homo sapiens,Homo sapiens,ARL4C,3.3293875011659,10.0518385635962,UpRegulated
ARL4C,JDP2,0.908,Homo sapiens,Homo sapiens,ARL4C,3.3293875011659,10.0518385635962,UpRegulated
IL11,IL11RA,0.999,Homo sapiens,Homo sapiens,IL11,3.28784983434772,9.76655547797672,UpRegulated
IL11RA,IL11,0.999,Homo sapiens,Homo sapiens,IL11,3.28784983434772,9.76655547797672,UpRegulated
EPS15L1,FCHO1,0.959,Homo sapiens,Homo sapiens,FCHO1,3.27767324535496,9.69790583415145,UpRegulated
FCHO1,TRIP10,0.963,Homo sapiens,Homo sapiens,FCHO1,3.27767324535496,9.69790583415145,UpRegulated
FCHO1,EPS15L1,0.959,Homo sapiens,Homo sapiens,FCHO1,3.27767324535496,9.69790583415145,UpRegulated
TRIP10,FCHO1,0.963,Homo sapiens,Homo sapiens,FCHO1,3.27767324535496,9.69790583415145,UpRegulated
TNNT1,TPM3,0.958,Homo sapiens,Homo sapiens,TPM3,-3.27205910014214,9.6602404564728,DownRegulated
TNNI3,TPM3,0.994,Homo sapiens,Homo sapiens,TPM3,-3.27205910014214,9.6602404564728,DownRegulated
TPM3,TNNT1,0.958,Homo sapiens,Homo sapiens,TPM3,-3.27205910014214,9.6602404564728,DownRegulated
TPM3,TNNI3,0.994,Homo sapiens,Homo sapiens,TPM3,-3.27205910014214,9.6602404564728,DownRegulated
TPM3,TNNC1,0.968,Homo sapiens,Homo sapiens,TPM3,-3.27205910014214,9.6602404564728,DownRegulated
TNNC1,TPM3,0.968,Homo sapiens,Homo sapiens,TPM3,-3.27205910014214,9.6602404564728,DownRegulated
TUBB3,MAPRE3,0.946,Homo sapiens,Homo sapiens,TUBB3,3.22121883279461,9.32574403775257,UpRegulated
TUBB3,GABPB1,0.911,Homo sapiens,Homo sapiens,TUBB3,3.22121883279461,9.32574403775257,UpRegulated
GABPB1,TUBB3,0.911,Homo sapiens,Homo sapiens,TUBB3,3.22121883279461,9.32574403775257,UpRegulated
MAPRE3,TUBB3,0.946,Homo sapiens,Homo sapiens,TUBB3,3.22121883279461,9.32574403775257,UpRegulated
JUN,BATF3,0.979,Homo sapiens,Homo sapiens,BATF3,3.20215761775334,9.20334057801911,UpRegulated
BATF3,JUN,0.979,Homo sapiens,Homo sapiens,BATF3,3.20215761775334,9.20334057801911,UpRegulated
ITIH4,CXCR4,0.999,Homo sapiens,Homo sapiens,ITIH4,3.11850771808801,8.6848908532864,UpRegulated
CXCR4,ITIH4,0.999,Homo sapiens,Homo sapiens,ITIH4,3.11850771808801,8.6848908532864,UpRegulated
CYP2U1,CYP2B6,0.924,Homo sapiens,Homo sapiens,CYP2U1,3.11423702265053,8.65921967624749,UpRegulated
MAP1A,MAP1LC3B,0.968,Homo sapiens,Homo sapiens,MAP1A,3.11423702265053,8.65921967624749,UpRegulated
CYP2B6,CYP2U1,0.924,Homo sapiens,Homo sapiens,CYP2U1,3.11423702265053,8.65921967624749,UpRegulated
MAP1LC3B,MAP1A,0.968,Homo sapiens,Homo sapiens,MAP1A,3.11423702265053,8.65921967624749,UpRegulated
PTGS1,CYP2U1,0.902,Homo sapiens,Homo sapiens,CYP2U1,3.11423702265053,8.65921967624749,UpRegulated
FUNDC1,MAP1A,0.936,Homo sapiens,Homo sapiens,MAP1A,3.11423702265053,8.65921967624749,UpRegulated
CYP2U1,PTGS1,0.902,Homo sapiens,Homo sapiens,CYP2U1,3.11423702265053,8.65921967624749,UpRegulated
MAP1A,FUNDC1,0.936,Homo sapiens,Homo sapiens,MAP1A,3.11423702265053,8.65921967624749,UpRegulated
HTR7,GNG8,0.912,Homo sapiens,Homo sapiens,GNG8,3.07142690750651,8.4060434141698,UpRegulated
GNG8,HTR7,0.912,Homo sapiens,Homo sapiens,GNG8,3.07142690750651,8.4060434141698,UpRegulated
CXCR4,GNG8,0.918,Homo sapiens,Homo sapiens,GNG8,3.07142690750651,8.4060434141698,UpRegulated
GNG8,CXCR4,0.918,Homo sapiens,Homo sapiens,GNG8,3.07142690750651,8.4060434141698,UpRegulated
FUNDC1,MAP1LC3A,0.959,Homo sapiens,Homo sapiens,MAP1LC3A,3.06902450722899,8.39205717624318,UpRegulated
ULK1,MAP1LC3A,0.987,Homo sapiens,Homo sapiens,MAP1LC3A,3.06902450722899,8.39205717624318,UpRegulated
MAP1LC3A,FUNDC1,0.959,Homo sapiens,Homo sapiens,MAP1LC3A,3.06902450722899,8.39205717624318,UpRegulated
MAP1LC3A,ULK1,0.987,Homo sapiens,Homo sapiens,MAP1LC3A,3.06902450722899,8.39205717624318,UpRegulated
TMEM63C,INCENP,0.955,Homo sapiens,Homo sapiens,TMEM63C,3.06033282806622,8.34165027377265,UpRegulated
INCENP,TMEM63C,0.955,Homo sapiens,Homo sapiens,TMEM63C,3.06033282806622,8.34165027377265,UpRegulated
ABCG1,APOE,0.928,Homo sapiens,Homo sapiens,ABCG1,3.0506281747749,8.28572635627582,UpRegulated
APOE,ABCG1,0.928,Homo sapiens,Homo sapiens,ABCG1,3.0506281747749,8.28572635627582,UpRegulated
CBL,SH2B2,0.991,Homo sapiens,Homo sapiens,SH2B2,3.0221776269857,8.12392897687694,UpRegulated
SH2B2,CBL,0.991,Homo sapiens,Homo sapiens,SH2B2,3.0221776269857,8.12392897687694,UpRegulated
INSR,SH2B2,0.995,Homo sapiens,Homo sapiens,SH2B2,3.0221776269857,8.12392897687694,UpRegulated
SH2B2,INSR,0.995,Homo sapiens,Homo sapiens,SH2B2,3.0221776269857,8.12392897687694,UpRegulated
KEAP1,SESN2,0.921,Homo sapiens,Homo sapiens,SESN2,3.01579842281259,8.08808647890723,UpRegulated
ULK1,SESN2,0.965,Homo sapiens,Homo sapiens,SESN2,3.01579842281259,8.08808647890723,UpRegulated
RBX1,SESN2,0.983,Homo sapiens,Homo sapiens,SESN2,3.01579842281259,8.08808647890723,UpRegulated
SESN2,ULK1,0.965,Homo sapiens,Homo sapiens,SESN2,3.01579842281259,8.08808647890723,UpRegulated
SESN2,KEAP1,0.921,Homo sapiens,Homo sapiens,SESN2,3.01579842281259,8.08808647890723,UpRegulated
SESN2,RBX1,0.983,Homo sapiens,Homo sapiens,SESN2,3.01579842281259,8.08808647890723,UpRegulated
CBX4,UBAP2L,0.9,Homo sapiens,Homo sapiens,CBX4,2.9757817587033,7.86682646108475,UpRegulated
UBAP2L,CBX4,0.9,Homo sapiens,Homo sapiens,CBX4,2.9757817587033,7.86682646108475,UpRegulated
CBX6,CBX4,0.989,Homo sapiens,Homo sapiens,CBX4,2.9757817587033,7.86682646108475,UpRegulated
BMI1,CBX4,0.999,Homo sapiens,Homo sapiens,CBX4,2.9757817587033,7.86682646108475,UpRegulated
CBX4,BMI1,0.999,Homo sapiens,Homo sapiens,CBX4,2.9757817587033,7.86682646108475,UpRegulated
CBX4,CBX6,0.989,Homo sapiens,Homo sapiens,CBX4,2.9757817587033,7.86682646108475,UpRegulated
HOXB7,HOXA7,0.938,Homo sapiens,Homo sapiens,HOXB7,-2.95766765679765,7.76867014593993,DownRegulated
HOXA7,HOXB7,0.938,Homo sapiens,Homo sapiens,HOXB7,-2.95766765679765,7.76867014593993,DownRegulated
JUND,FOSB,0.999,Homo sapiens,Homo sapiens,FOSB,2.94552710633044,7.70356962436387,UpRegulated
JUN,FOSB,0.999,Homo sapiens,Homo sapiens,FOSB,2.94552710633044,7.70356962436387,UpRegulated
FOS,FOSB,0.999,Homo sapiens,Homo sapiens,FOSB,2.94552710633044,7.70356962436387,UpRegulated
FOSB,JUN,0.999,Homo sapiens,Homo sapiens,FOSB,2.94552710633044,7.70356962436387,UpRegulated
EGR1,FOSB,0.987,Homo sapiens,Homo sapiens,FOSB,2.94552710633044,7.70356962436387,UpRegulated
FOSB,JUND,0.999,Homo sapiens,Homo sapiens,FOSB,2.94552710633044,7.70356962436387,UpRegulated
FOSB,FOS,0.999,Homo sapiens,Homo sapiens,FOSB,2.94552710633044,7.70356962436387,UpRegulated
FOSB,EGR1,0.987,Homo sapiens,Homo sapiens,FOSB,2.94552710633044,7.70356962436387,UpRegulated
POLE2,GINS3,0.989,Homo sapiens,Homo sapiens,GINS3,-2.94510648589476,7.70132396162081,DownRegulated
GINS3,POLE2,0.989,Homo sapiens,Homo sapiens,GINS3,-2.94510648589476,7.70132396162081,DownRegulated
PDE4A,PRKACA,0.966,Homo sapiens,Homo sapiens,PDE4A,2.94057525688341,7.67717352279152,UpRegulated
PDE4A,ARRB2,0.938,Homo sapiens,Homo sapiens,PDE4A,2.94057525688341,7.67717352279152,UpRegulated
PDE4A,DCK,0.904,Homo sapiens,Homo sapiens,PDE4A,2.94057525688341,7.67717352279152,UpRegulated
PRKACA,PDE4A,0.966,Homo sapiens,Homo sapiens,PDE4A,2.94057525688341,7.67717352279152,UpRegulated
ARRB2,PDE4A,0.938,Homo sapiens,Homo sapiens,PDE4A,2.94057525688341,7.67717352279152,UpRegulated
DCK,PDE4A,0.904,Homo sapiens,Homo sapiens,PDE4A,2.94057525688341,7.67717352279152,UpRegulated
MIA3,COL7A1,0.961,Homo sapiens,Homo sapiens,COL7A1,2.92760459999771,7.60846067104011,UpRegulated
COL7A1,MIA3,0.961,Homo sapiens,Homo sapiens,COL7A1,2.92760459999771,7.60846067104011,UpRegulated
FZD5,WNT4,0.959,Homo sapiens,Homo sapiens,WNT4,2.92381964763182,7.58852581463209,UpRegulated
FZD4,WNT4,0.969,Homo sapiens,Homo sapiens,WNT4,2.92381964763182,7.58852581463209,UpRegulated
FZD2,WNT4,0.974,Homo sapiens,Homo sapiens,WNT4,2.92381964763182,7.58852581463209,UpRegulated
WNT4,LRP6,0.912,Homo sapiens,Homo sapiens,WNT4,2.92381964763182,7.58852581463209,UpRegulated
LRP6,WNT4,0.912,Homo sapiens,Homo sapiens,WNT4,2.92381964763182,7.58852581463209,UpRegulated
WNT4,DKK1,0.905,Homo sapiens,Homo sapiens,WNT4,2.92381964763182,7.58852581463209,UpRegulated
DKK1,WNT4,0.905,Homo sapiens,Homo sapiens,WNT4,2.92381964763182,7.58852581463209,UpRegulated
PORCN,WNT4,0.959,Homo sapiens,Homo sapiens,WNT4,2.92381964763182,7.58852581463209,UpRegulated
WNT4,FZD2,0.974,Homo sapiens,Homo sapiens,WNT4,2.92381964763182,7.58852581463209,UpRegulated
WNT4,FZD4,0.969,Homo sapiens,Homo sapiens,WNT4,2.92381964763182,7.58852581463209,UpRegulated
WNT4,PORCN,0.959,Homo sapiens,Homo sapiens,WNT4,2.92381964763182,7.58852581463209,UpRegulated
WNT4,FZD5,0.959,Homo sapiens,Homo sapiens,WNT4,2.92381964763182,7.58852581463209,UpRegulated
ING3,EPC2,0.993,Homo sapiens,Homo sapiens,EPC2,-2.92093036904218,7.57334351741862,DownRegulated
KAT5,EPC2,0.987,Homo sapiens,Homo sapiens,EPC2,-2.92093036904218,7.57334351741862,DownRegulated
EPC2,KAT5,0.987,Homo sapiens,Homo sapiens,EPC2,-2.92093036904218,7.57334351741862,DownRegulated
EPC2,ING3,0.993,Homo sapiens,Homo sapiens,EPC2,-2.92093036904218,7.57334351741862,DownRegulated
PDE2A,DCK,0.909,Homo sapiens,Homo sapiens,PDE2A,2.86953859173885,7.30831385505484,UpRegulated
DCK,PDE2A,0.909,Homo sapiens,Homo sapiens,PDE2A,2.86953859173885,7.30831385505484,UpRegulated
CUL1,PER1,0.9,Homo sapiens,Homo sapiens,PER1,2.85716893311297,7.24592027920627,UpRegulated
CRY2,PER1,0.998,Homo sapiens,Homo sapiens,PER1,2.85716893311297,7.24592027920627,UpRegulated
PER1,CUL1,0.9,Homo sapiens,Homo sapiens,PER1,2.85716893311297,7.24592027920627,UpRegulated
PER1,NPAS2,0.91,Homo sapiens,Homo sapiens,PER1,2.85716893311297,7.24592027920627,UpRegulated
BTRC,PER1,0.962,Homo sapiens,Homo sapiens,PER1,2.85716893311297,7.24592027920627,UpRegulated
NPAS2,PER1,0.91,Homo sapiens,Homo sapiens,PER1,2.85716893311297,7.24592027920627,UpRegulated
PER1,CRY2,0.998,Homo sapiens,Homo sapiens,PER1,2.85716893311297,7.24592027920627,UpRegulated
RBX1,PER1,0.912,Homo sapiens,Homo sapiens,PER1,2.85716893311297,7.24592027920627,UpRegulated
PER1,BTRC,0.962,Homo sapiens,Homo sapiens,PER1,2.85716893311297,7.24592027920627,UpRegulated
PER1,RBX1,0.912,Homo sapiens,Homo sapiens,PER1,2.85716893311297,7.24592027920627,UpRegulated
NOXA1,NOX1,0.999,Homo sapiens,Homo sapiens,NOX1,-2.84830968069018,7.20156111848987,DownRegulated
NOX1,NOXA1,0.999,Homo sapiens,Homo sapiens,NOX1,-2.84830968069018,7.20156111848987,DownRegulated
AGPAT4,MBOAT2,0.955,Homo sapiens,Homo sapiens,AGPAT4,2.84621483132859,7.19111175967239,UpRegulated
AGPAT4,AGPAT2,0.965,Homo sapiens,Homo sapiens,AGPAT4,2.84621483132859,7.19111175967239,UpRegulated
AGPAT2,AGPAT4,0.965,Homo sapiens,Homo sapiens,AGPAT4,2.84621483132859,7.19111175967239,UpRegulated
MBOAT2,AGPAT4,0.955,Homo sapiens,Homo sapiens,AGPAT4,2.84621483132859,7.19111175967239,UpRegulated
CCND3,CDKN2B,0.946,Homo sapiens,Homo sapiens,CDKN2B,2.84166765118156,7.16848202716446,UpRegulated
MYC,CDKN2B,0.966,Homo sapiens,Homo sapiens,CDKN2B,2.84166765118156,7.16848202716446,UpRegulated
CDKN2B,CCND3,0.946,Homo sapiens,Homo sapiens,CDKN2B,2.84166765118156,7.16848202716446,UpRegulated
CDKN2B,MYC,0.966,Homo sapiens,Homo sapiens,CDKN2B,2.84166765118156,7.16848202716446,UpRegulated
MMP24,HBEGF,0.916,Homo sapiens,Homo sapiens,HBEGF,2.81952425757052,7.05929571647151,UpRegulated
GPC1,HBEGF,0.972,Homo sapiens,Homo sapiens,HBEGF,2.81952425757052,7.05929571647151,UpRegulated
MMP15,HBEGF,0.92,Homo sapiens,Homo sapiens,HBEGF,2.81952425757052,7.05929571647151,UpRegulated
EREG,HBEGF,0.959,Homo sapiens,Homo sapiens,HBEGF,2.81952425757052,7.05929571647151,UpRegulated
HBEGF,GPC1,0.972,Homo sapiens,Homo sapiens,HBEGF,2.81952425757052,7.05929571647151,UpRegulated
HBEGF,EREG,0.959,Homo sapiens,Homo sapiens,HBEGF,2.81952425757052,7.05929571647151,UpRegulated
HBEGF,MMP24,0.916,Homo sapiens,Homo sapiens,HBEGF,2.81952425757052,7.05929571647151,UpRegulated
HBEGF,MMP15,0.92,Homo sapiens,Homo sapiens,HBEGF,2.81952425757052,7.05929571647151,UpRegulated
TUBB3,MAPRE3,0.946,Homo sapiens,Homo sapiens,MAPRE3,2.81777145909628,7.05072425204933,UpRegulated
TUBB2B,MAPRE3,0.948,Homo sapiens,Homo sapiens,MAPRE3,2.81777145909628,7.05072425204933,UpRegulated
MAPRE3,TUBB3,0.946,Homo sapiens,Homo sapiens,MAPRE3,2.81777145909628,7.05072425204933,UpRegulated
MAPRE3,TUBB2B,0.948,Homo sapiens,Homo sapiens,MAPRE3,2.81777145909628,7.05072425204933,UpRegulated
MAPRE3,DBN1,0.984,Homo sapiens,Homo sapiens,MAPRE3,2.81777145909628,7.05072425204933,UpRegulated
DBN1,MAPRE3,0.984,Homo sapiens,Homo sapiens,MAPRE3,2.81777145909628,7.05072425204933,UpRegulated
PTGS1,CYP2U1,0.902,Homo sapiens,Homo sapiens,PTGS1,2.81555818771776,7.03991586792027,UpRegulated
PTGES3,PTGS1,0.956,Homo sapiens,Homo sapiens,PTGS1,2.81555818771776,7.03991586792027,UpRegulated
PTGS1,CYP2B6,0.918,Homo sapiens,Homo sapiens,PTGS1,2.81555818771776,7.03991586792027,UpRegulated
PTGS1,PTGES3,0.956,Homo sapiens,Homo sapiens,PTGS1,2.81555818771776,7.03991586792027,UpRegulated
CYP2B6,PTGS1,0.918,Homo sapiens,Homo sapiens,PTGS1,2.81555818771776,7.03991586792027,UpRegulated
CYP2U1,PTGS1,0.902,Homo sapiens,Homo sapiens,PTGS1,2.81555818771776,7.03991586792027,UpRegulated
EPHB2,EFNA4,0.921,Homo sapiens,Homo sapiens,EPHB2,2.7959760335135,6.94500644730175,UpRegulated
EFNB2,EPHB2,0.999,Homo sapiens,Homo sapiens,EPHB2,2.7959760335135,6.94500644730175,UpRegulated
EPHB2,EFNB2,0.999,Homo sapiens,Homo sapiens,EPHB2,2.7959760335135,6.94500644730175,UpRegulated
EFNA4,EPHB2,0.921,Homo sapiens,Homo sapiens,EPHB2,2.7959760335135,6.94500644730175,UpRegulated
EFNA3,EPHB2,0.921,Homo sapiens,Homo sapiens,EPHB2,2.7959760335135,6.94500644730175,UpRegulated
EPHB2,EFNA3,0.921,Homo sapiens,Homo sapiens,EPHB2,2.7959760335135,6.94500644730175,UpRegulated
HNF1A,HNF1B,0.961,Homo sapiens,Homo sapiens,HNF1A,-2.79082440299824,6.92025117804453,DownRegulated
PCBD2,HNF1A,0.944,Homo sapiens,Homo sapiens,HNF1A,-2.79082440299824,6.92025117804453,DownRegulated
HNF1A,PCBD2,0.944,Homo sapiens,Homo sapiens,HNF1A,-2.79082440299824,6.92025117804453,DownRegulated
HNF1B,HNF1A,0.961,Homo sapiens,Homo sapiens,HNF1A,-2.79082440299824,6.92025117804453,DownRegulated
MAPK11,DDIT3,0.928,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
CDC25C,MAPK11,0.927,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
MAPK11,CARD9,0.943,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
MAPK11,JUN,0.971,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
MAPK11,NCOA3,0.906,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
MAPK11,CEBPB,0.936,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
MAPK11,MAP2K3,0.976,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
MAPK11,MAPKAPK2,0.997,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
MAPK11,FOS,0.96,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
MAPK11,TP53,0.96,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
DDIT3,MAPK11,0.928,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
MAPK11,CDC25C,0.927,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
MAPK11,DUSP1,0.973,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
MAPK11,MAX,0.902,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
JUN,MAPK11,0.971,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
MAPKAPK2,MAPK11,0.997,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
CEBPB,MAPK11,0.936,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
MAP2K3,MAPK11,0.976,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
DUSP1,MAPK11,0.973,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
CARD9,MAPK11,0.943,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
FOS,MAPK11,0.96,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
MAX,MAPK11,0.902,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
TP53,MAPK11,0.96,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
NCOA3,MAPK11,0.906,Homo sapiens,Homo sapiens,MAPK11,2.78623352269525,6.89826486154241,UpRegulated
AKR1C4,DHRS9,0.947,Homo sapiens,Homo sapiens,AKR1C4,-2.78529603678325,6.89378371673414,DownRegulated
DHDH,AKR1C4,0.929,Homo sapiens,Homo sapiens,AKR1C4,-2.78529603678325,6.89378371673414,DownRegulated
DHRS9,AKR1C4,0.947,Homo sapiens,Homo sapiens,AKR1C4,-2.78529603678325,6.89378371673414,DownRegulated
AKR1C4,DHDH,0.929,Homo sapiens,Homo sapiens,AKR1C4,-2.78529603678325,6.89378371673414,DownRegulated
PLK1,CPEB4,0.918,Homo sapiens,Homo sapiens,CPEB4,2.7680376332696,6.81180734835747,UpRegulated
CPEB4,CCNB2,0.907,Homo sapiens,Homo sapiens,CPEB4,2.7680376332696,6.81180734835747,UpRegulated
CCNB2,CPEB4,0.907,Homo sapiens,Homo sapiens,CPEB4,2.7680376332696,6.81180734835747,UpRegulated
